"term","variable","value"
"BankWidthMean","Tmin8110Ws",0.285617234986882
"valleyslope","Tmin8110Ws",-0.36429083226246
"ElevCat","Tmin8110Ws",-0.877990060268298
"ElevWs","Tmin8110Ws",-0.909672287793134
"AgKffactCat","Tmin8110Ws",-0.0645489709720146
"KffactCat","Tmin8110Ws",0.0275481946633537
"AgKffactWs","Tmin8110Ws",-0.0148597645897587
"KffactWs","Tmin8110Ws",-0.00373140801932764
"Al2O3Cat","Tmin8110Ws",-0.0968616711774472
"CaOCat","Tmin8110Ws",-0.193669960337161
"Fe2O3Cat","Tmin8110Ws",0.178109102167844
"K2OCat","Tmin8110Ws",0.0401646301426901
"MgOCat","Tmin8110Ws",-0.222095884780253
"Na2OCat","Tmin8110Ws",-0.0985271901307326
"P2O5Cat","Tmin8110Ws",-0.229978046616114
"SCat","Tmin8110Ws",0.290131266381607
"SiO2Cat","Tmin8110Ws",-0.0502591696960962
"Al2O3Ws","Tmin8110Ws",-0.0844450138526336
"CaOWs","Tmin8110Ws",-0.00319224466046368
"Fe2O3Ws","Tmin8110Ws",0.101842213431983
"K2OWs","Tmin8110Ws",0.0174452433953099
"MgOWs","Tmin8110Ws",0.0033844199243043
"Na2OWs","Tmin8110Ws",-0.0284045716359987
"P2O5Ws","Tmin8110Ws",-0.183473994950061
"SWs","Tmin8110Ws",0.310315007286645
"SiO2Ws","Tmin8110Ws",0.0110287248637424
"NCat","Tmin8110Ws",0.26129963860374
"NWs","Tmin8110Ws",0.112358470925484
"HydrlCondCat","Tmin8110Ws",0.376909074409195
"HydrlCondWs","Tmin8110Ws",0.402836720422358
"CompStrgthCat","Tmin8110Ws",-0.202072289928415
"CompStrgthWs","Tmin8110Ws",0.0686385984017424
"Precip8110Cat","Tmin8110Ws",-0.296691916361055
"Tmax8110Cat","Tmin8110Ws",0.895376583444101
"Tmean8110Cat","Tmin8110Ws",0.947061053013682
"Tmin8110Cat","Tmin8110Ws",0.960385204639965
"Precip8110Ws","Tmin8110Ws",-0.370754127764521
"Tmax8110Ws","Tmin8110Ws",0.961671711267342
"Tmean8110Ws","Tmin8110Ws",0.988538880792616
"Tmin8110Ws","Tmin8110Ws",1
"ClayCat","Tmin8110Ws",-0.0144665268057802
"SandCat","Tmin8110Ws",0.0122191438591996
"ClayWs","Tmin8110Ws",0.0296537108509627
"SandWs","Tmin8110Ws",0.0158117536526646
"OmCat","Tmin8110Ws",-0.0730207501178501
"PermCat","Tmin8110Ws",-0.0963039031198193
"RckDepCat","Tmin8110Ws",0.0748110435837406
"WtDepCat","Tmin8110Ws",0.0656596280138326
"OmWs","Tmin8110Ws",-0.127444741535411
"PermWs","Tmin8110Ws",-0.161819289184827
"RckDepWs","Tmin8110Ws",-0.280614787958502
"WtDepWs","Tmin8110Ws",0.321722554938301
"PctCarbResidCat","Tmin8110Ws",-0.0550794513649033
"PctNonCarbResidCat","Tmin8110Ws",-0.0757698972616974
"PctAlkIntruVolCat","Tmin8110Ws",-0.054329690042321
"PctSilicicCat","Tmin8110Ws",-0.120775481085273
"PctEolCrsCat","Tmin8110Ws",0.115966211284956
"PctEolFineCat","Tmin8110Ws",NA
"PctAlluvCoastCat","Tmin8110Ws",0.344331480150001
"PctCarbResidWs","Tmin8110Ws",0.135487949596785
"PctNonCarbResidWs","Tmin8110Ws",-0.0530872760656067
"PctAlkIntruVolWs","Tmin8110Ws",-0.054329690042321
"PctSilicicWs","Tmin8110Ws",-0.0103046877962958
"PctExtruVolWs","Tmin8110Ws",-0.173373728477612
"PctEolCrsWs","Tmin8110Ws",-0.113629207853002
"PctEolFineWs","Tmin8110Ws",-0.123560885595785
"PctAlluvCoastWs","Tmin8110Ws",0.417906883924274
"WetIndexCat","Tmin8110Ws",0.162372083340006
"WetIndexWs","Tmin8110Ws",-0.0210805588029616
"urb","Tmin8110Ws",0.291134446354346
"urbRip","Tmin8110Ws",0.223151433897704
"forr","Tmin8110Ws",-0.562190773664582
"forrRip","Tmin8110Ws",-0.552456788196559
"ag","Tmin8110Ws",0.0560916282184471
"agRip","Tmin8110Ws",0.03341748161982
"wetlands","Tmin8110Ws",-0.234606764263471
"wetlandsRip","Tmin8110Ws",-0.194366076764911
"urbWs","Tmin8110Ws",0.382708051523078
"urbRipWs","Tmin8110Ws",0.291392502243553
"forrWs","Tmin8110Ws",-0.536033577334442
"forrWsRip","Tmin8110Ws",-0.516993057621984
"agWs","Tmin8110Ws",0.0840956923266924
"agRipWs","Tmin8110Ws",0.0646557105314153
"wetlandsWs","Tmin8110Ws",-0.292789808667588
"wetlandsRipWS","Tmin8110Ws",-0.287016080744193
"EcoII","Tmin8110Ws",0.584719821377446
"EcoIII","Tmin8110Ws",0.424610099182282
"tmean","Tmin8110Ws",0.944576789021128
"tmax","Tmin8110Ws",0.892635273550637
"tmin","Tmin8110Ws",0.953417268120861
"ppt","Tmin8110Ws",-0.256758163445062
"ppt.m01","Tmin8110Ws",0.223965450976884
"ppt.m02","Tmin8110Ws",0.251973474371208
"ppt.m03","Tmin8110Ws",-0.0174760779923127
"ppt.m04","Tmin8110Ws",-0.557678833816241
"ppt.m05","Tmin8110Ws",-0.728382226946172
"ppt.m06","Tmin8110Ws",-0.701351234127794
"ppt.m07","Tmin8110Ws",-0.260137939502924
"ppt.m08","Tmin8110Ws",-0.171713060213019
"ppt.m09","Tmin8110Ws",-0.424630294686666
"ppt.m10","Tmin8110Ws",-0.522510619731858
"ppt.m11","Tmin8110Ws",-0.229996623569969
"ppt.m12","Tmin8110Ws",0.0991412156437095
"fishabund_score2","ClayCat",0.00905356167792768
"bmiabund_score","ClayCat",-0.11075131207662
"algabund_score","ClayCat",-0.034707789234971
"vegdiff_score","ClayCat",0.0732938685943352
"rootedplants_score","ClayCat",-0.169378868877838
"iofb_score","ClayCat",-0.0495746019757553
"mayfly_abundance","ClayCat",-0.170812180009564
"perennial_abundance","ClayCat",-0.113543892871613
"perennial_taxa","ClayCat",-0.137454589751773
"perennial_live_abundance","ClayCat",-0.0883950395459213
"snake_score","ClayCat",0.125540849184583
"turt_score","ClayCat",0.0742183752223721
"vert_score","ClayCat",0.208664568830792
"vert_sumscore","ClayCat",0.213296796948659
"hydrophytes_present_noflag","ClayCat",0.0142646331600754
"alglive_cover_score","ClayCat",-0.0378807631610027
"algdead_cover_score","ClayCat",-0.0617647342053815
"algdead_noupstream_cover_score","ClayCat",-0.0603795420489569
"alglivedead_cover_score","ClayCat",-0.0317744285285095
"moss_cover_score","ClayCat",-0.0266169708622384
"liverwort_cover_score","ClayCat",-0.00426806732081174
"PctShading","ClayCat",-0.122094923768009
"TotalAbundance","ClayCat",-0.123594476584519
"Richness","ClayCat",-0.183694873856262
"EPT_abundance","ClayCat",-0.183234602512565
"EPT_taxa","ClayCat",-0.220184115046909
"EPT_relabd","ClayCat",-0.127126215985473
"EPT_reltaxa","ClayCat",-0.141465773600893
"GOLD_relabd","ClayCat",-0.059378712629376
"GOLD_reltaxa","ClayCat",-0.0494711487308167
"OCH_relabd","ClayCat",-0.082942849682609
"OCH_reltaxa","ClayCat",-0.0695943679538839
"GOLDOCH_relabd","ClayCat",-0.0767528484862353
"GOLDOCH_reltaxa","ClayCat",-0.0431105490752438
"Noninsect_abundance","ClayCat",0.00468624185870814
"Noninsect_taxa","ClayCat",0.0118650036620728
"Noninsect_relabund","ClayCat",0.0271244397357288
"Noninsect_reltaxa","ClayCat",0.035134777350926
"waterinchannel_score","ClayCat",-0.0650699873129588
"hydric_score","ClayCat",0.0690434365956893
"springs_score","ClayCat",-0.169446127760782
"pctsurfaceflow","ClayCat",-0.0619700254023028
"pctsubsurfaceflow","ClayCat",-0.0482196183783418
"numberwoodyjams","ClayCat",0.0379086252383128
"SoilMoist_MaxScore","ClayCat",0.0243567886685394
"sinuosity_score","ClayCat",-0.0839924381673152
"floodplaindim_score","ClayCat",-0.107902369480493
"riffpoolseq_score","ClayCat",-0.189086924746453
"substratesorting_score","ClayCat",-0.0743713657740969
"seddep_score","ClayCat",0.00826611387581733
"BankWidthMean","ClayCat",0.057129853634702
"valleyslope","ClayCat",-0.232720010933451
"ElevCat","ClayCat",0.00927779468208339
"ElevWs","ClayCat",-0.0269685953589674
"AgKffactCat","ClayCat",0.240811819975374
"KffactCat","ClayCat",0.439754172246957
"AgKffactWs","ClayCat",0.200468220426564
"KffactWs","ClayCat",0.37704303263681
"Al2O3Cat","ClayCat",-0.0272194908423149
"CaOCat","ClayCat",0.142220371645607
"Fe2O3Cat","ClayCat",-0.0679126029605667
"K2OCat","ClayCat",-0.126355235975209
"MgOCat","ClayCat",0.184573664515371
"Na2OCat","ClayCat",-0.0247158742106134
"P2O5Cat","ClayCat",0.247388614935194
"SCat","ClayCat",0.0566863646312103
"SiO2Cat","ClayCat",-0.0223296980179257
"Al2O3Ws","ClayCat",-0.147590602629598
"CaOWs","ClayCat",0.15960689482141
"Fe2O3Ws","ClayCat",-0.0495812180708806
"K2OWs","ClayCat",-0.223670654303391
"MgOWs","ClayCat",0.234010751138371
"Na2OWs","ClayCat",-0.115780258262202
"P2O5Ws","ClayCat",0.171404320740515
"SWs","ClayCat",0.205734296344933
"SiO2Ws","ClayCat",-0.152912789797629
"NCat","ClayCat",-0.0633324258390319
"NWs","ClayCat",0.0204132835812928
"HydrlCondCat","ClayCat",-0.0142583369366195
"HydrlCondWs","ClayCat",0.0252443561861751
"CompStrgthCat","ClayCat",-0.0158811502757181
"CompStrgthWs","ClayCat",-0.150067528252433
"Precip8110Cat","ClayCat",0.108637744289459
"Tmax8110Cat","ClayCat",0.0188652050670211
"Tmean8110Cat","ClayCat",-0.00453213330557468
"Tmin8110Cat","ClayCat",-0.0480224631530623
"Precip8110Ws","ClayCat",0.0625156809677092
"Tmax8110Ws","ClayCat",0.0674962232222454
"Tmean8110Ws","ClayCat",0.0378745415819227
"Tmin8110Ws","ClayCat",-0.0144665268057802
"ClayCat","ClayCat",1
"SandCat","ClayCat",-0.851549946884892
"ClayWs","ClayCat",0.697035696555258
"SandWs","ClayCat",-0.63695957379797
"OmCat","ClayCat",-0.00223410284247462
"PermCat","ClayCat",-0.812395703318102
"RckDepCat","ClayCat",0.105718687188529
"WtDepCat","ClayCat",0.187752243472352
"OmWs","ClayCat",-0.0571334150864553
"PermWs","ClayCat",-0.56339462996698
"RckDepWs","ClayCat",0.200542138648391
"WtDepWs","ClayCat",0.140996331258577
"PctCarbResidCat","ClayCat",0.113086502239256
"PctNonCarbResidCat","ClayCat",0.0316400216170368
"PctAlkIntruVolCat","ClayCat",0.120183859790589
"PctSilicicCat","ClayCat",-0.0855578712124191
"PctEolCrsCat","ClayCat",-0.148436750444744
"PctEolFineCat","ClayCat",NA
"PctAlluvCoastCat","ClayCat",-0.0221677521397566
"PctCarbResidWs","ClayCat",0.0830171675360573
"PctNonCarbResidWs","ClayCat",0.0511162005233065
"PctAlkIntruVolWs","ClayCat",0.120183859790589
"PctSilicicWs","ClayCat",-0.172982369403995
"PctExtruVolWs","ClayCat",0.1413917679787
"PctEolCrsWs","ClayCat",0.0112728665022579
"PctEolFineWs","ClayCat",0.074976021507776
"PctAlluvCoastWs","ClayCat",0.0106558768609285
"WetIndexCat","ClayCat",0.184723134165025
"WetIndexWs","ClayCat",0.301875310282978
"urb","ClayCat",0.170351486905774
"urbRip","ClayCat",0.131582265086312
"forr","ClayCat",-0.039146471449961
"forrRip","ClayCat",-0.053193087584889
"ag","ClayCat",0.159593530816104
"agRip","ClayCat",0.156433669692781
"wetlands","ClayCat",0.0521363741497688
"wetlandsRip","ClayCat",0.0527919993293009
"urbWs","ClayCat",0.100863083405598
"urbRipWs","ClayCat",0.0890734782813369
"forrWs","ClayCat",0.0897886736553518
"forrWsRip","ClayCat",0.0799299618651573
"agWs","ClayCat",0.095476505501138
"agRipWs","ClayCat",0.0690543564201135
"wetlandsWs","ClayCat",-0.0474259092279246
"wetlandsRipWS","ClayCat",-0.0486299536167256
"EcoII","ClayCat",0.130118891894884
"EcoIII","ClayCat",0.174512436410526
"tmean","ClayCat",-0.0037554700546011
"tmax","ClayCat",-0.0023154481092752
"tmin","ClayCat",-0.0504075738818252
"ppt","ClayCat",0.127429549082096
"ppt.m01","ClayCat",-0.0801375128128945
"ppt.m02","ClayCat",-0.0880553253453881
"ppt.m03","ClayCat",-0.0820448145653613
"ppt.m04","ClayCat",0.0504008338308593
"ppt.m05","ClayCat",0.0901798178070084
"ppt.m06","ClayCat",0.136616776656134
"ppt.m07","ClayCat",0.201505643829607
"ppt.m08","ClayCat",0.265353376556034
"ppt.m09","ClayCat",0.266365323972225
"ppt.m10","ClayCat",0.176281473831441
"ppt.m11","ClayCat",0.0379134965329916
"ppt.m12","ClayCat",0.0142396722339864
"fishabund_score2","SandCat",0.0110556501140223
"bmiabund_score","SandCat",0.122656034282599
"algabund_score","SandCat",0.02530709888862
"vegdiff_score","SandCat",-0.0475073324004286
"rootedplants_score","SandCat",0.137012478471663
"iofb_score","SandCat",0.00939308247961679
"mayfly_abundance","SandCat",0.19662691838778
"perennial_abundance","SandCat",0.122961515364716
"perennial_taxa","SandCat",0.153459253181638
"perennial_live_abundance","SandCat",0.0968451449849464
"snake_score","SandCat",-0.0938623171473516
"turt_score","SandCat",-0.129882156639151
"vert_score","SandCat",-0.151912392143296
"vert_sumscore","SandCat",-0.158057039579919
"hydrophytes_present_noflag","SandCat",-0.021673332163978
"alglive_cover_score","SandCat",0.0314380825775635
"algdead_cover_score","SandCat",0.0892651761448918
"algdead_noupstream_cover_score","SandCat",0.073178586743467
"alglivedead_cover_score","SandCat",0.0406377469915359
"moss_cover_score","SandCat",0.0556344212724845
"liverwort_cover_score","SandCat",0.0497443246240609
"PctShading","SandCat",0.039726400039644
"TotalAbundance","SandCat",0.150329963493389
"Richness","SandCat",0.210368697100379
"EPT_abundance","SandCat",0.206513453367379
"EPT_taxa","SandCat",0.236733809492465
"EPT_relabd","SandCat",0.150175247239409
"EPT_reltaxa","SandCat",0.145998564806163
"GOLD_relabd","SandCat",0.0510586433719059
"GOLD_reltaxa","SandCat",0.0217460041438276
"OCH_relabd","SandCat",0.101574832760043
"OCH_reltaxa","SandCat",0.0852131182630738
"GOLDOCH_relabd","SandCat",0.0481250856030791
"GOLDOCH_reltaxa","SandCat",0.019730373059491
"Noninsect_abundance","SandCat",0.0249506392477293
"Noninsect_taxa","SandCat",0.027176140309601
"Noninsect_relabund","SandCat",-0.00793414241813062
"Noninsect_reltaxa","SandCat",-0.0181318091908392
"waterinchannel_score","SandCat",0.122650718098106
"hydric_score","SandCat",-0.0666123296733059
"springs_score","SandCat",0.204852781322736
"pctsurfaceflow","SandCat",0.101633305982894
"pctsubsurfaceflow","SandCat",0.0989833051230049
"numberwoodyjams","SandCat",-0.0460491937492786
"SoilMoist_MaxScore","SandCat",0.0201496619934208
"sinuosity_score","SandCat",0.108465045114353
"floodplaindim_score","SandCat",0.128758926056886
"riffpoolseq_score","SandCat",0.247837355451219
"substratesorting_score","SandCat",0.163822216284617
"seddep_score","SandCat",-0.0797550283243087
"BankWidthMean","SandCat",0.0419487926053092
"valleyslope","SandCat",0.218363735288149
"ElevCat","SandCat",0.0263813931638988
"ElevWs","SandCat",0.0644748010185289
"AgKffactCat","SandCat",-0.318458907089296
"KffactCat","SandCat",-0.596787689990305
"AgKffactWs","SandCat",-0.26791536748481
"KffactWs","SandCat",-0.53637522270388
"Al2O3Cat","SandCat",0.15532031879741
"CaOCat","SandCat",-0.103897421114723
"Fe2O3Cat","SandCat",0.0307053366003128
"K2OCat","SandCat",0.209214803901158
"MgOCat","SandCat",-0.132995958981258
"Na2OCat","SandCat",0.195895990476648
"P2O5Cat","SandCat",-0.142506155622262
"SCat","SandCat",-0.130433622130049
"SiO2Cat","SandCat",0.104997090680034
"Al2O3Ws","SandCat",0.322998574700126
"CaOWs","SandCat",-0.273732310533874
"Fe2O3Ws","SandCat",0.0722472228005274
"K2OWs","SandCat",0.387628183570083
"MgOWs","SandCat",-0.324306434134597
"Na2OWs","SandCat",0.299334326238863
"P2O5Ws","SandCat",-0.0848240261785415
"SWs","SandCat",-0.312669154268693
"SiO2Ws","SandCat",0.335377864612527
"NCat","SandCat",-0.0752045865829637
"NWs","SandCat",-0.167496757042423
"HydrlCondCat","SandCat",-0.0206962082752804
"HydrlCondWs","SandCat",-0.0650620032135975
"CompStrgthCat","SandCat",0.166829481820754
"CompStrgthWs","SandCat",0.316662129195159
"Precip8110Cat","SandCat",-0.0645388594398091
"Tmax8110Cat","SandCat",0.0256340449156297
"Tmean8110Cat","SandCat",0.0219293328849244
"Tmin8110Cat","SandCat",0.0443711331400904
"Precip8110Ws","SandCat",0.0524585088267166
"Tmax8110Ws","SandCat",-0.0321306364737974
"Tmean8110Ws","SandCat",-0.0199808892376514
"Tmin8110Ws","SandCat",0.0122191438591996
"ClayCat","SandCat",-0.851549946884892
"SandCat","SandCat",1
"ClayWs","SandCat",-0.585227060412429
"SandWs","SandCat",0.704076784694308
"OmCat","SandCat",-0.111076971397852
"PermCat","SandCat",0.817797964183393
"RckDepCat","SandCat",-0.0314244115313011
"WtDepCat","SandCat",-0.0128267690043458
"OmWs","SandCat",-0.0417842209191491
"PermWs","SandCat",0.54722608379786
"RckDepWs","SandCat",-0.084999692742659
"WtDepWs","SandCat",-0.012367403013232
"PctCarbResidCat","SandCat",-0.0754277172622625
"PctNonCarbResidCat","SandCat",-0.106929539877672
"PctAlkIntruVolCat","SandCat",-0.0806713579416282
"PctSilicicCat","SandCat",0.257114051081775
"PctEolCrsCat","SandCat",0.148436750444744
"PctEolFineCat","SandCat",NA
"PctAlluvCoastCat","SandCat",-0.118234664113642
"PctCarbResidWs","SandCat",-0.135600655333908
"PctNonCarbResidWs","SandCat",-0.161265172370099
"PctAlkIntruVolWs","SandCat",-0.0806713579416282
"PctSilicicWs","SandCat",0.351357922310621
"PctExtruVolWs","SandCat",-0.0307629478717583
"PctEolCrsWs","SandCat",0.039430911074945
"PctEolFineWs","SandCat",-0.0934246972659749
"PctAlluvCoastWs","SandCat",-0.127527320063414
"WetIndexCat","SandCat",-0.203556310021406
"WetIndexWs","SandCat",-0.272200246624922
"urb","SandCat",-0.192008190095234
"urbRip","SandCat",-0.167035105622143
"forr","SandCat",0.0818129551330656
"forrRip","SandCat",0.127155080356506
"ag","SandCat",-0.225869054884425
"agRip","SandCat",-0.247871870547013
"wetlands","SandCat",-0.132260379843969
"wetlandsRip","SandCat",-0.121041204099024
"urbWs","SandCat",-0.0718194826648237
"urbRipWs","SandCat",-0.0675004713911327
"forrWs","SandCat",0.0414485229843626
"forrWsRip","SandCat",0.046378915961029
"agWs","SandCat",-0.160320274788386
"agRipWs","SandCat",-0.13833960521578
"wetlandsWs","SandCat",-0.0100511094137491
"wetlandsRipWS","SandCat",-0.012655603058842
"EcoII","SandCat",-0.0902209808179199
"EcoIII","SandCat",-0.0142562023536029
"tmean","SandCat",0.029050842981008
"tmax","SandCat",0.0500897486371331
"tmin","SandCat",0.0529031965330394
"ppt","SandCat",-0.070783220964186
"ppt.m01","SandCat",0.151779232151121
"ppt.m02","SandCat",0.138119851118063
"ppt.m03","SandCat",0.123760526354877
"ppt.m04","SandCat",-0.0915798871773878
"ppt.m05","SandCat",-0.167824169841279
"ppt.m06","SandCat",-0.209477989897626
"ppt.m07","SandCat",-0.0713385843587473
"ppt.m08","SandCat",-0.0977147097215064
"ppt.m09","SandCat",-0.166695359617411
"ppt.m10","SandCat",-0.112954132653081
"ppt.m11","SandCat",0.0249202267154969
"ppt.m12","SandCat",0.0707659662492373
"fishabund_score2","ClayWs",0.105635927171365
"bmiabund_score","ClayWs",-0.0898069862116369
"algabund_score","ClayWs",-0.0291062064854345
"vegdiff_score","ClayWs",0.0115912486447999
"rootedplants_score","ClayWs",-0.131178217605595
"iofb_score","ClayWs",0.0120022720572881
"mayfly_abundance","ClayWs",-0.110224880594584
"perennial_abundance","ClayWs",-0.11508478753959
"perennial_taxa","ClayWs",-0.139322324541035
"perennial_live_abundance","ClayWs",-0.0891454593572974
"snake_score","ClayWs",0.134927080899318
"turt_score","ClayWs",0.0463864845139826
"vert_score","ClayWs",0.248792370529021
"vert_sumscore","ClayWs",0.251769683826302
"hydrophytes_present_noflag","ClayWs",-0.0496553337841374
"alglive_cover_score","ClayWs",0.00569918309356769
"algdead_cover_score","ClayWs",-0.0136082683537169
"algdead_noupstream_cover_score","ClayWs",-0.0134107494181138
"alglivedead_cover_score","ClayWs",0.00494016372025732
"moss_cover_score","ClayWs",-0.0778927261207816
"liverwort_cover_score","ClayWs",-0.0877194536109834
"PctShading","ClayWs",-0.157271027809851
"TotalAbundance","ClayWs",-0.0531063000345768
"Richness","ClayWs",-0.105030392986466
"EPT_abundance","ClayWs",-0.15550777822542
"EPT_taxa","ClayWs",-0.209364893031821
"EPT_relabd","ClayWs",-0.154195492398439
"EPT_reltaxa","ClayWs",-0.175071337146281
"GOLD_relabd","ClayWs",-0.0247470512760284
"GOLD_reltaxa","ClayWs",-0.0254207568153533
"OCH_relabd","ClayWs",0.0647746116156091
"OCH_reltaxa","ClayWs",0.0810379824634625
"GOLDOCH_relabd","ClayWs",0.0208106993067497
"GOLDOCH_reltaxa","ClayWs",0.0700910578264658
"Noninsect_abundance","ClayWs",0.124961118232378
"Noninsect_taxa","ClayWs",0.109567704827284
"Noninsect_relabund","ClayWs",0.125150985130638
"Noninsect_reltaxa","ClayWs",0.125963309352232
"waterinchannel_score","ClayWs",-0.0489747713024326
"hydric_score","ClayWs",0.158021949954923
"springs_score","ClayWs",-0.0531099803429316
"pctsurfaceflow","ClayWs",-0.0616003769346365
"pctsubsurfaceflow","ClayWs",-0.0535524068467599
"numberwoodyjams","ClayWs",0.0141844482572624
"SoilMoist_MaxScore","ClayWs",0.0314940553338582
"sinuosity_score","ClayWs",-0.0645104102142142
"floodplaindim_score","ClayWs",-0.0421286095444121
"riffpoolseq_score","ClayWs",-0.1548349326949
"substratesorting_score","ClayWs",-0.0785825927495193
"seddep_score","ClayWs",0.0806454409301008
"BankWidthMean","ClayWs",0.159256991468799
"valleyslope","ClayWs",-0.309194942857661
"ElevCat","ClayWs",0.0116746472783178
"ElevWs","ClayWs",-0.0369456944733597
"AgKffactCat","ClayWs",0.310166247538867
"KffactCat","ClayWs",0.387636543238465
"AgKffactWs","ClayWs",0.304214969546546
"KffactWs","ClayWs",0.437994701828059
"Al2O3Cat","ClayWs",-0.110159131794864
"CaOCat","ClayWs",0.0968349801685804
"Fe2O3Cat","ClayWs",-0.0574550656865728
"K2OCat","ClayWs",-0.174639271015166
"MgOCat","ClayWs",0.122799993594158
"Na2OCat","ClayWs",-0.0848987610033684
"P2O5Cat","ClayWs",0.229003823492327
"SCat","ClayWs",0.160765284606228
"SiO2Cat","ClayWs",-0.0851603328902626
"Al2O3Ws","ClayWs",-0.239146101244335
"CaOWs","ClayWs",0.205734296344933
"Fe2O3Ws","ClayWs",-0.0833560206908701
"K2OWs","ClayWs",-0.259062932060706
"MgOWs","ClayWs",0.286602715009422
"Na2OWs","ClayWs",-0.196291017407876
"P2O5Ws","ClayWs",0.143336055816238
"SWs","ClayWs",0.375686626203097
"SiO2Ws","ClayWs",-0.141964137960487
"NCat","ClayWs",-0.00521008493079021
"NWs","ClayWs",0.0243101708758388
"HydrlCondCat","ClayWs",0.0330007633628536
"HydrlCondWs","ClayWs",0.0978759295143838
"CompStrgthCat","ClayWs",-0.130156035637835
"CompStrgthWs","ClayWs",-0.213213117029397
"Precip8110Cat","ClayWs",0.00684357467343551
"Tmax8110Cat","ClayWs",0.0731974227161838
"Tmean8110Cat","ClayWs",0.0408906255838658
"Tmin8110Cat","ClayWs",-0.0185982949783536
"Precip8110Ws","ClayWs",-0.0167939827789611
"Tmax8110Ws","ClayWs",0.152234838172413
"Tmean8110Ws","ClayWs",0.100192709084018
"Tmin8110Ws","ClayWs",0.0296537108509627
"ClayCat","ClayWs",0.697035696555258
"SandCat","ClayWs",-0.585227060412429
"ClayWs","ClayWs",1
"SandWs","ClayWs",-0.816253756759498
"OmCat","ClayWs",-0.108678997931235
"PermCat","ClayWs",-0.558402045102597
"RckDepCat","ClayWs",0.272052338201769
"WtDepCat","ClayWs",0.207128788189363
"OmWs","ClayWs",-0.167330796983692
"PermWs","ClayWs",-0.787110500542138
"RckDepWs","ClayWs",0.350393630895402
"WtDepWs","ClayWs",0.267266864063398
"PctCarbResidCat","ClayWs",0.107892187070015
"PctNonCarbResidCat","ClayWs",0.144418882272351
"PctAlkIntruVolCat","ClayWs",0.136647402227656
"PctSilicicCat","ClayWs",-0.222331083423907
"PctEolCrsCat","ClayWs",-0.141478777767647
"PctEolFineCat","ClayWs",NA
"PctAlluvCoastCat","ClayWs",0.0179138246551885
"PctCarbResidWs","ClayWs",0.196380354792558
"PctNonCarbResidWs","ClayWs",0.214451943381224
"PctAlkIntruVolWs","ClayWs",0.136647402227656
"PctSilicicWs","ClayWs",-0.228510781583615
"PctExtruVolWs","ClayWs",0.0784414080416563
"PctEolCrsWs","ClayWs",0.0334326525794497
"PctEolFineWs","ClayWs",0.0516512652358296
"PctAlluvCoastWs","ClayWs",0.0747295260376805
"WetIndexCat","ClayWs",0.254061036999077
"WetIndexWs","ClayWs",0.29850156676222
"urb","ClayWs",0.0925849708155739
"urbRip","ClayWs",0.0338898717320969
"forr","ClayWs",-0.0864206730096807
"forrRip","ClayWs",-0.0954710485600775
"ag","ClayWs",0.19804420283559
"agRip","ClayWs",0.157430062493372
"wetlands","ClayWs",0.11924912036114
"wetlandsRip","ClayWs",0.141186664731146
"urbWs","ClayWs",0.0375677316253449
"urbRipWs","ClayWs",0.0085213779547655
"forrWs","ClayWs",0.0375115939224826
"forrWsRip","ClayWs",0.0150005471743199
"agWs","ClayWs",0.233129470071913
"agRipWs","ClayWs",0.198503143832957
"wetlandsWs","ClayWs",-0.00391486826272659
"wetlandsRipWS","ClayWs",-0.00175078574037024
"EcoII","ClayWs",0.179615827309803
"EcoIII","ClayWs",0.359816249470958
"tmean","ClayWs",0.0281006316523385
"tmax","ClayWs",0.0448396201864769
"tmin","ClayWs",-0.0295404317564851
"ppt","ClayWs",0.0286808235777696
"ppt.m01","ClayWs",-0.186037324908698
"ppt.m02","ClayWs",-0.212147660592134
"ppt.m03","ClayWs",-0.223292095401588
"ppt.m04","ClayWs",-0.0617979402470945
"ppt.m05","ClayWs",0.0406518495585409
"ppt.m06","ClayWs",0.152150964547756
"ppt.m07","ClayWs",0.342194327079053
"ppt.m08","ClayWs",0.449182852584096
"ppt.m09","ClayWs",0.360590300718345
"ppt.m10","ClayWs",0.195328254015576
"ppt.m11","ClayWs",-0.0796344908873998
"ppt.m12","ClayWs",-0.0858303917578819
"fishabund_score2","SandWs",0.00279703531513213
"bmiabund_score","SandWs",0.127438729717736
"algabund_score","SandWs",0.0221860928765916
"vegdiff_score","SandWs",0.0291589576470211
"rootedplants_score","SandWs",0.147046957940059
"iofb_score","SandWs",-0.0250482199456448
"mayfly_abundance","SandWs",0.160276250969947
"perennial_abundance","SandWs",0.147130385593938
"perennial_taxa","SandWs",0.176054442063172
"perennial_live_abundance","SandWs",0.121731966712642
"snake_score","SandWs",-0.15487282329313
"turt_score","SandWs",-0.134520805090549
"vert_score","SandWs",-0.182294870571956
"vert_sumscore","SandWs",-0.189020676326252
"hydrophytes_present_noflag","SandWs",0.0388447934039068
"alglive_cover_score","SandWs",-0.000355837320055242
"algdead_cover_score","SandWs",0.0556722813873092
"algdead_noupstream_cover_score","SandWs",0.0387244155917005
"alglivedead_cover_score","SandWs",0.0116728767835177
"moss_cover_score","SandWs",0.0762067200130471
"liverwort_cover_score","SandWs",0.123779287387692
"PctShading","SandWs",0.151942937762411
"TotalAbundance","SandWs",0.104100757862183
