globalid,sitecode,sitename,assessor,collection,weathernow,cloudynow,weather48,cloudy48,totalrain,weathernot,disturbed,disturbed_,bankfullwi,bankfull_1,bankfull_2,reachlengt,reachlen_1,reachlen_2,valleyslop,s_landuse,landuse_no,riparian,erosion,floodplain,ancillaryn,hi_reachle,hi_reach_1,pools_obse,hi_seepssp,channelsco,hi_channel,hi_notes,hydricsoil,locations,hydricnote,woodyjams1,trees_shru,woodyjamsn,streambeds,hi_streamb,streambedn,debrisscor,hi_debriss,debrisnote,locationon,locationtw,locationth,soiltextur,location_1,location_2,location_3,sinuosityi,sinscoreno,si_sinuosi,sinuositym,sinuosityc,fpimage,FPScorenot,gi_dimensi,dimensionm,seqscoreno,gi_sequenc,seqnotes,gisubstrat,gi_substra,ginotes,abundscore,abundances,abundanc_1,abundancea,mosquitofi,abundancen,observedfu,observedsn,obsnakesab,observedtu,obturtlesa,observedam,obampiabun,observedvo,observedab,streambedl,streambedd,streambe_1,streambeda,d_note,d_upper,u_upstream,u_left,u_right,u_downstre,d_middle,m_upstream,m_left,m_right,m_downstre,d_lower,l_upstream,l_left,l_right,l_downstre,bryophytem,bryophytel,bryophtyen,Vegediffsc,vegetation,vegenotes,hydrovegen,regionalin,additional,CreationDa,Creator,EditDate,Editor,site_upstr,site_midst,site_middo,site_downs,pnw_mayabu,pnw_maygre,pnw_indica,pnw_indi_1,pnw_indi_2,pnw_indi_3,pnw_indi_4,pnw_int,pnw_eph,pnw_per,pnw_final,pnw_F_eph,pnw_F_int,pnw_F_per,nm_calc,nm_score,nm_status_,nm_status1,nm_statu_1,nm_statu_2,nm_statu_3,MERGE_SRC,latitude,longitude
{E6CAFCC3-4129-4346-8F30-601CE8F27F3B},AZ_RINCON,Rincon Creek,Matt robinson,7/8/2019 6:00,clearsunny,,,0,0,,diversions,Small dam by gauge 30 meters upstream,11.5,8.4,7.3,317.3333333,150,200,2,other_natural,,yes,yes,yes,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,1,yes,1 large tree across entire channel,,1,,,0,,dry,dry,dry,,sandyloam,sandyloam,loamysand,,,1,visual estimate,,,,3,"visual estimate
Right bank either bedrock or steep eroded bank
Left open to floodplain",,2.5,,,3,,,0,0,2,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,10-40%,no,,,,0,0,0,0,,2,9,10,0,,0,0,2,0,notdetected,notdetected,,,1,,,aridwest,,7/16/2019 17:28,,7/16/2019 17:28,,,,,,0,,,,,,,no,no,no,perennial,,,,13.5,13.5,,,,,,FlowDuration004,32.13029607,-110.627963
{F8F18945-C66F-4FCF-AAB3-B2D5846A783D},USGS9383500,Nutrioso creek above Nelson Res,Matt robinson and emma haines,7/15/2019 6:00,cloudy,80,,0,0,Incoming storm,,None,1.9,2.7,1.7,73.5,73.5,84,1,other_natural,Road and wildlife grazing,no,yes,yes,See photo for site sketch,100,,,notdectected,,6,,3,3,,0,no,,,3,,,0,,,,,,,,,,,2,visual estimate,,,,3,"visual estimate
Floodplain ratio greater than 2.5 due to narrow but deep bankfull.",,2,,,1.5,,,0,2,0,,Pair of otoliths found.,notdectected,notdectected,,notdectected,,notdectected,,notdectected,Greater than 10 orconectes. Spp. Crayfish,notdetected,notdetected,,,,,0,0,0,0,,0,1,1,0,,0,2,3,0,notdetected,notdetected,,,2,,,westmountains,,7/16/2019 17:28,,7/16/2019 17:28,,,,,,10,no,yes,no,,no,,no,no,no,perennial,,,,24.5,24.5,,,,,,FlowDuration004,34.03009529,-109.1862411
{07736B78-24E8-4333-9EF5-26F4DE559B6C},USGS9386950,Zuni river above Black Rock Res,Matt robinson and emma haines,7/16/2019 18:42,cloudy,90,,0,0,,,None,1,1.7,1.8,52.5,52.5,60,1,other_natural,,no,yes,yes,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,0,yes,,,1,,,0,,dry,dry,dry,,slityclayloam,slityclayloam,slityclayloam,,,1,visual estimate,,,,3,visual estimate,,1.5,,,1.5,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,2,0,0,,0,1,0,0,,0,0,0,3,notdetected,notdetected,,,0.5,,,aridwest,"Downstream becomes wide and deep pool and goes hyporheic for 10m above gauge. Upstream channel very small and narrow but downstream fills in wide and deep pools.
Couple large cottonwoods 300m downstream near dam",7/16/2019 19:38,,7/16/2019 19:38,,,,,,0,,,,,,,no,no,no,perennial,,,,8.5,8.5,,,,,,FlowDuration004,35.10130691,-108.7500785
{2A82F82E-79D3-4687-BFEA-B776B0103DBE},Practice 2,Carmel River,Jessica and Megan And Abel and raph3,7/19/2019 21:08,clearsunny,,,0,0,,other,Parking lot-gravel,13.7,9.5,10.3,390.8333333,150,200,1.4,other_describe,Parking lot-gravel,yes,yes,yes,,100,,,notdectected,,6,,3,1,,0,yes,,,0,Willow roots?,,0,,,,,,,,,,,0.5,visual estimate,,,,0,Visual estimate,,2,,,2.5,,,3,3,1,no,,,,,,,,,,,,notdetected,,,,,,,,,,,,,,,,,,,,,,,,,,,Soil moisture tab was empty when opened ,7/20/2019 0:58,,7/24/2019 19:43,raphaelmazor,,,,,0,,,,,,,no,no,no,perennial,,,,,0,,,,,,FlowDuration004,36.50924205,-121.7661645
{66A99E83-59FC-47A8-8251-E09C32A482AE},USGS8289000,Rio Ojo Caliente at La Madera,Matt robinson and emma haines,7/22/2019 6:00,clearsunny,,,0,0,,,None,11.8,12.8,14,450.3333333,150,200,2,other_natural,2 lane road,yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,3,2,,0,yes,,,3,,,0,,,,,,,,,,,1,visual estimate,,,,1.5,visual estimate,,3,,,3,,,3,3,3,no,,present,notdectected,,notdectected,,notdectected,,notdectected,1 crawfish,>40%,10-40%,,,,,1,0,6,1,,0,0,0,0,,4,11,0,0,notdetected,notdetected,,,3,,,aridwest,,7/23/2019 2:31,,7/23/2019 2:31,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,32.5,32.5,,,,,,FlowDuration004,36.34906445,-106.0437941
{A673B832-F1F2-4F4D-8028-654EF39E1D05},P1EAST,Pueblo Canyon 2,Matt robinson and emma haines,7/21/2019 6:00,cloudy,70,,0,0,,,None,3.3,2.5,6.5,143.5,143.5,160,4.5,"forested,other_natural",Trail following channel,yes,yes,yes,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,0,yes,,,2,,,0,,partiallydry,dry,partiallydry,,loamysand,loamysand,sandyloam,,,1.5,visual estimate,,,,1.5,visual estimate,,3,,,3,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,<2%,no,,,,7,8,6,6,,3,13,10,5,,12,8,2,8,notdetected,notdetected,,,1.5,2 species of willow,,westmountains,,7/23/2019 2:31,,7/23/2019 2:31,,,,,,0,,,,,,,no,no,no,perennial,,,,12.5,12.5,,,,,,FlowDuration004,35.88835482,-106.2974471
{4CC21818-81BA-42D2-B873-FA822B1F1CD7},P1WEST,Pueblo Canyon 1,Matt robinson and emma haines,7/21/2019 6:00,cloudy,80,,0,0,,,None,4.3,3.6,4.8,148.1666667,148.1666667,169,6,forested,,yes,yes,no,See photo for site sketch,70,100,3,notdectected,,6,,0,3,,0,yes,,,3,,,0,,,,,,,,,,,2,visual estimate,,,,0.75,visual estimate,,3,,,3,,,0,2,2,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,5,14,11,11,,3,14,12,4,,17,17,16,11,notdetected,notdetected,,,3,,,westmountains,Deep in canyon,7/23/2019 2:31,,7/23/2019 2:31,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,24.75,24.75,,,,,,FlowDuration004,35.89035575,-106.3080931
{CAEAEA08-DB66-4CF7-BF02-1729A79BFDBD},NM_FRENCHIE.I,Santa fe river below Frenchies field,Matt robinson and emma haines,7/19/2019 6:00,cloudy,10,,0,0,,"steammods,discharges,vegetation","Armoured banks, vegetation planting, drainage pipes",10.5,13,10,390.8333333,150,200,2,urban,Residential. Concrete trail,yes,yes,no,See photo for site sketch,100,,,notdectected,,6,,0,3,,0,yes,,,3,,,0,,,,,,,,,,,0.5,visual estimate,Concreted bends,,,0,visual estimate,,0.5,1 small pool after concreted cascade,,1.5,,,0,2,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,4,5,1,0,,0,0,11,0,,0,0,6,0,notdetected,notdetected,,,1.5,Dominantly upland vegetation,,aridwest,"Resident said flood washed out restoration efforts last winter. Heavily modified system.
Dominant plants non-hydrophytes. Dominant hydrophyte Freemont Cottonwood. Willow may only be present due to planting. Could not avoid concrete cascade.Very warm water",7/23/2019 2:31,,7/23/2019 2:31,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,15,15,,,,,,FlowDuration004,35.67177853,-105.9881134
{1F6A9A85-767E-4B71-BD41-5E495ADF8CB7},NM_CHAMISO.E,Arroyo Chamisa at Avendia de las Campanas,Matt robinson and emma haines,7/19/2019 6:00,clearsunny,,,0,0,,"steammods,discharges",Erosion control structures and mulitple inflow points downstream. Bridge downstream,23,22,22,781.6666667,150,200,1,"urban,developed",Residential. park downstream,no,yes,no,See photo for site sketch,0,0,0,notdectected,,0,,0,3,,0,yes,,,2,,,0,,partiallydry,partiallydry,partiallydry,,loamysand,sand,loamysand,,,1,visual estimate,,,,0,visual estimate,,0.5,,,0.75,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,1,,,aridwest,,7/23/2019 2:31,,7/23/2019 2:31,,,,,,0,,,,,,,no,no,no,perennial,,,,5.25,5.25,,,,,,FlowDuration004,35.64171932,-105.9893285
{28E46F31-8F9B-49B4-8914-8EA077B498D6},NM_GALISTEO.P1,Galisteo creek in Galisteo,Matt robinson and emma haines,7/17/2019 6:00,clearsunny,,,0,0,,,None,3.7,4,3,124.8333333,124.8333333,140,1,"urban,forested",Residential 1 house,yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,3,3,,0,yes,,,3,,,0,,,,,,,,,,,1,visual estimate,,,,3,visual estimate,,2.5,,,3,,,0,3,3,,,present,present,"3 black necked garter, 3 brown garter",notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,11,15,15,16,,17,12,17,10,,12,17,13,4,notdetected,notdetected,,,3,,,aridwest,,7/23/2019 2:32,,7/23/2019 2:32,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,30.5,30.5,,,,,,FlowDuration004,35.39562947,-105.943858
{6D1C2361-5252-4E77-982B-99F5C5EED589},NM_GALISTEO.P2,Galisteo Creek at HWY 14 near Cerillos,Matt robinson and emma haines,7/17/2019 6:00,clearsunny,,,0,0,,,None,13.7,15.7,14,506.3333333,150,200,1,"urban,other_natural",Post office,yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,3,1,,0,yes,,,2.5,Plants in streambed but unsure if upland,,1,,,,,,,,,,,1,visual estimate,Overall channel straight but surface flow had sinuosity,,,0.75,visual estimate,,1.5,,,1.5,,,0,2,1,,Fish found above reach. Not mosquitofish,notdectected,notdectected,,notdectected,,present,1 tadpole. 5 toads,notdectected,,<2%,notdetected,,,,,3,0,10,0,,0,5,0,0,,4,14,0,5,notdetected,notdetected,,,3,,,aridwest,,7/23/2019 2:32,,7/23/2019 2:32,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,23.25,23.25,,,,,,FlowDuration004,35.43390461,-106.1236391
{AA0C72D2-E75D-4F8C-9514-00C33CC5A0B1},USGS8255500,Costilla Creek near Costilla,Matt robinson and emma haine,7/24/2019 6:00,clearsunny,,,0,0,,,None,7.5,7.5,7.5,262.5,150,200,3,other_natural,Road and bridge,yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,0,3,,0,yes,,,3,,,0,,,,,,,,,,,1,visual estimate,,,,1.5,visual estimate,,2,,,3,,,0,3,3,,No macroalgae found but biofilm present,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,9,1,14,1,,7,5,14,3,,0,0,3,3,notdetected,notdetected,,,3,,,westmountains,"Slope estimated. Heavily vegetated banks. Cannot stand in thalweg.
Lost nearly all invert samples due to high velocity flow. Simuliidaes and glossomatids oberved on rocks prior to scraping into net.
Very fast water. Large boulders present and good mixing.",7/25/2019 22:45,,7/25/2019 22:45,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,25.5,25.5,,,,,,FlowDuration004,36.96646534,-105.5071937
{AD58B192-5A36-493C-8632-1EA74271890C},USGS8261000,Costilla creek near Garcia,Matt robinson and emma haines,7/23/2019 23:40,cloudy,100,,0,0,Incoming storm,,None,4.2,3.3,3.4,127.1666667,127.1666667,142,2,"agricultural,urban","Pasture, residential and open lot",yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,0,3,,0,yes,,,3,,,0,,,,,,,,,,,1,visual estimate,,,,3,visual estimate,,1,Gravel and cobble bottom,,1.5,,,0,3,3,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,10-40%,notdetected,,,,,6,16,4,9,,1,15,17,0,,0,0,2,2,notdetected,notdetected,,,2,,,westmountains,Lots of freshwater sponges observed,7/25/2019 22:46,,7/25/2019 22:46,,,,,,28,no,yes,no,,yes,,yes,no,no,intermittent,,,,23.5,23.5,,,,,,FlowDuration004,36.98893379,-105.5325744
{AA875EDA-6E31-446F-8B0D-99710ED81B58},USGS8266820,Red River below fish hatchery,Matt robinson and emma haines,7/23/2019 21:23,cloudy,90,,0,0,,steammods,"Manmade cascades, logs and bank stabilization",11.5,11,10,379.1666667,150,200,3,"forested,other_natural",Urban hatchery. Parking lot. Walking trails,yes,yes,yes,See photo for site sketch,100,,,present,,6,,0,3,,0,yes,,,3,,,0,,,,,,,,,,,1,visual estimate,,,,1.5,visual estimate,,3,,,3,,,0,3,3,,"No fish seen, but many people fishing. Signs for trout",notdectected,present,1 brown garter,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,0,11,8,6,,0,0,3,0,,0,0,3,0,2-10%,notdetected,,,3,,,aridwest,"Site dangerous to wade. Follow trail along site on right bank.
Heavy fishing area.",7/25/2019 22:46,,7/25/2019 22:46,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,26.5,26.5,,,,,,FlowDuration004,36.68241659,-105.6554903
{FA505B88-F615-4FDC-AFF4-FD98E32EE106},USGS8275500,Rio Grande Del Rancho near Talpa,Matt robinson and emma haines,7/23/2019 6:00,cloudy,20,,0,0,,discharges,1 culvert,5.8,5,4.8,182,150,200,2,other_natural,2 lane road,yes,yes,yes,See photo for site sketch,100,,,notdectected,,6,,3,2,,0,yes,,,3,,,0,,,,,,,,,,,2,visual estimate,,,,3,visual estimate,,3,,,3,,,1,3,3,no,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,11,17,11,9,,0,0,2,0,,0,1,0,0,>10%,notdetected,,,3,,,westmountains,Swampland downstream,7/25/2019 22:47,,7/25/2019 22:47,,,,,,50,no,yes,no,,yes,,yes,no,no,intermittent,,,,33,33,,,,,,FlowDuration004,36.30290117,-105.5812572
{43856FCC-D0D5-4493-B240-FC10537F7CFA},LSP11 (not LSP13),Wells Gulch,Raphael Mazor and Julie Kelso,7/27/2019 14:25,cloudy,90,,0,0,,other,"There’s a rock wall near top of reach, likely decades oldz and a bridge trail crossing at bottom of reach ",3,2.3,1,73.5,73.5,84,11.2,other_natural,State park trail,yes,no,no,,0,0,0,notdectected,,0,,0,,,0,yes,,,0,,,0,,partiallydry,partiallydry,partiallydry,,sandyclay,sandyloam,sandyclay,,,1,visual estimate,,,,0.75,visual estimate,,2,,,1.5,Big boulders ,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,12,4,8,9,,17,17,17,17,,6,17,0,3,<2%,notdetected,,,0.5,,,westmountains,Logger #20 at bottom of reach. Looking downstream pine trees on river right. Only one rebar installed with logger. 1.3 meters from both banks ,7/27/2019 15:17,,7/29/2019 16:13,raphaelmazor,,Julie in Thaler feels,,,0,,,,,,,no,no,no,perennial,,,,5.75,5.75,,,,,,FlowDuration004,40.57598617,-105.179707
{E8A7545C-1E88-4453-8A27-F0146D185BF5},RP1,Nott Creek at Rifleman Philip's Campground Road,Raphael Mazor and Julie Kelso,7/27/2019 7:00,steadyrain,,,0,0,Rain started coming down pretty hard towards end of sampling,other,"There is a road crossing, and road runoff from both sides",1.2,0.9,1,36.16666667,36.16666667,40,5,forested,,yes,yes,yes,See site sketch in additional photos,100,,,notdectected,,6,,0,3,Sandy,1,yes,"Many jams nearly meet the definition. Channel is a bit narrow, so lots of wood falls and spans creek without blocking flow",,3,,,0,,,,,,,,,,,2,visual estimate,,,,3,visual estimate,,2,,,3,,,0,3,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,15,16,13,17,,12,16,17,17,,13,11,9,10,notdetected,notdetected,,,3,,,westmountains,A large ephemeral stream caused by road runoff enters downstream of site. It was flowing during sampliong due to large rain event that began during sampling.,7/29/2019 16:59,,7/29/2019 16:59,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,25,25,,,,,,FlowDuration004,39.86667,-105.40366
{748A583E-3F17-41AB-9DA0-52CE5CAF38BF},LSP16,Arthur rock trail junction ,E Haines M. Robinson ,7/26/2019 6:00,clearsunny,,,0,0,,other,Trail,2.9,1.2,1,59.5,59.5,68,8,"forested,other_natural",,yes,yes,no,In additional site photos ,0,5,1,notdectected,,1,,0,3,,0,yes,,,1.5,,,0,,dry,dry,dry,,,,,,,1.5,visual estimate,,,,0.75,visual estimate,,3,,,3,,,0,1,2,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,2-10%,no,,,,15,7,14,4,,17,17,17,17,,15,16,16,14,2-10%,notdetected,,,1.5,,,westmountains,,7/30/2019 3:49,,7/30/2019 3:49,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,15.25,15.25,,,,,,FlowDuration004,40.56435824,-105.176274
{49FBD2CF-8701-4FAF-B1AE-E71EC2160C27},Hewlett gulch,Hewlett gulch,"Megan, Jess",7/26/2019 6:00,cloudy,100,,0,0,,other,Trail in stream ,1.85,3.9,1.3,82.25,82.25,94,4.6,"forested,other_describe",Recreation,yes,no,yes,,100,,,notdectected,,6,,0,3,,0,yes,,,2,,,0,,,,,,,,,,,1,visual estimate,,,,2,visual estimate,,3,,,3,,,1,3,3,no,Fish after survey,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,17,17,17,17,,15,17,9,17,,9,17,9,15,notdetected,notdetected,,,3,,,westmountains,,7/30/2019 3:51,,7/30/2019 3:51,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,27,27,,,,,,FlowDuration004,40.69159356,-105.3109323
{88638AA0-E038-4AE0-95F5-7852CE06519C},USGS9169500,Dolores river ,"M. Rodenbeck, J. Turner ",7/29/2019 6:00,,,,0,0,,"steammods,discharges,other","Sediment, overpass upstream, deep water",16.2,12.6,12,476,150,200,1.75,"forested,other_natural",Road,yes,yes,no,Photo in additional photos ,100,,,notdectected,,6,,3,3,,0,,,,3,,,,,,,,,,,,,,0,visual estimate,,,,0,visual estimate,,0,,,0.75,,,1,1,0,,"Fish went by leg in water, crawdads, ",notdectected,notdectected,,notdectected,,notdectected,,notdectected,Crawdads,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,3,,,aridwest,,7/30/2019 3:52,,7/30/2019 3:52,,,,Very deep! ,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,,0,,,,,,FlowDuration004,38.31255442,-108.8851823
{2E0151D4-B494-4E6D-9792-6B50648D5F4A},51,Disappointment creek,"M Rodenbeck, J Turner ",7/29/2019 6:00,clearsunny,,,0,0,,other,Dirt road 25 m,3.4,2.96,4.85,130.7833333,130.7833333,152,2.7,"forested,other_natural",Recreation ,yes,yes,no,#3 in additional photos ,100,,,notdectected,,6,,0,3,,0,yes,,,2.5,,,0,,,,,,,,,,,1.5,visual estimate,,,,0.5,visual estimate,,3,,,3,,,0,2,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,4,4,4,2,,12,10,9,12,,17,15,13,17,2-10%,>10%,,,2,,,aridwest,,7/30/2019 3:53,,7/30/2019 3:53,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,20.5,20.5,,,,,,FlowDuration004,38.4826022,-109.4060901
{ABBD376C-77DB-485F-B652-AAA489677F52},38,Salt creek,"M Rodenbeck, J Turner",7/28/2019 6:00,clearsunny,,,0,0,,other,Cow feces and hoof prints ,1.2,0.9,0.95,35.58333333,35.58333333,40,4,"forested,other_describe,agricultural",Rural residential,yes,yes,no,# 9 In additional photos,100,,,notdectected,,6,,0,3,,1,yes,,,2.5,,,0,,,,,,,,,,,2,visual estimate,,,,1.5,visual estimate,,3,,,3,,,0,2,2,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,2-10%,notdetected,,,,,14,11,12,9,,12,16,13,13,,12,12,13,13,>10%,<2%,,,2,,,aridwest,"Took downstream lag/long off google, phone glitched ",7/30/2019 3:54,,7/31/2019 22:43,mrodenbeck1,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,24,24,,,,,,FlowDuration004,37.7877746,-109.4072423
{96DD6C9A-2A33-45D9-B3DC-D829AAC6B199},USGS9378490,Coal Bed canyon,"M.Rodenbeck, J.Turner",7/28/2019 21:46,cloudy,15,,0,0,,,,3.25,4.9,2.15,120.1666667,120.1666667,137,1.75,"agricultural,other_describe",Highway,yes,yes,yes,#6 in additional photos ,0,50,0,notdectected,,1.5,Moisture under rocks,0,3,,0,no,,,0.5,,,0,,dry,dry,dry,,clayloam,loamysand,sand,,,1.5,visual estimate,,,,1.5,visual estimate,,2.5,,,3,Large sandstone boulders throughout channel ,,0,0,1,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,<2%,no,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,2,,,aridwest,Moist soil under rocks in channel found while looking for bugs for ~ 50% of reach ,7/30/2019 3:55,,7/30/2019 3:55,,,,,,0,,,,,,,no,no,no,perennial,,,,13.5,13.5,,,,,,FlowDuration004,37.81234318,-109.0235728
{B889B004-BE42-4734-8CF6-0D49A905B5D7},USGS8247500,San Antonio River At Ortiz. Co,Megan R and Jessica T,7/27/2019 6:00,stormheavyrain,,,0,0,,"steammods,diversions,other","Metal wires a bit above water, man made pipe damn",7.95,6.45,7.85,259.5833333,150,200,4,other_natural,Road,yes,yes,no,,100,,,notdectected,,6,,0,3,,0,yes,,,3,,,0,,,,,,,,,,,0.5,visual estimate,,,,0.5,visual estimate,,0.5,,,0,,,1,2,0,no,,notdectected,present,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,4,2,,5,7,4,6,,0,0,0,0,notdetected,notdetected,,,2,,,westmountains,,7/30/2019 3:56,,7/30/2019 3:56,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,15.5,15.5,,,,,,FlowDuration004,36.99298055,-106.0384785
{C5EC404D-BB29-4F4E-82C7-F1C25430F175},BB1,Bootlegger’s Bottom,Raphael Mazor and Julie Kelso,7/27/2019 17:36,steadyrain,,,0,0,,other,Trail crossing upstream of site,1,1,1,35,35,40,13,forested,,yes,yes,yes,See additional photos ,30,100,0,present,,2,Dry swale in lower half of reach,0,3,,0,yes,,,1,Aspens and grasses dominate swale,,0,,,,,,,,,,,0.5,visual estimate,,,,3,visual estimate,,0.5,Only evident outside swale,,0.75,Only evident outside swale,,0,1,1,,Algae restricted to tiny backwater at top of reach,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,<2%,notdetected,,Algae evident in backwater near top of reach,,,11,10,6,14,,17,15,17,12,,15,4,14,16,notdetected,notdetected,Non streamer pleurocarps evident,,1.5,Only outside swaley portion,,westmountains,,7/31/2019 17:52,,7/31/2019 17:52,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,11.25,11.25,,,,,,FlowDuration004,39.859554,-105.445108
{EC530C06-8718-4A80-8C17-609F89207F23},24,Daniel’s creek ,"M.Rodenbeck,J. Turner ",7/31/2019 6:00,cloudy,50,,0,0,,,None ,2.55,3.5,3.4,110.25,110.25,126,1.5,"other_natural,other_describe","Cows, BLM",no,yes,no,# 4 in additional photos ,0,0,0,notdectected,,0,,0,3,,0,yes,,,3,,,0,,dry,dry,dry,,sand,sandyloam,sandyloam,,,1,visual estimate,,,,0,visual estimate,,1,,,0.75,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,0,0,0,0,,0,0,0,0,notdetected,notdetected,,,0,,,aridwest,,7/31/2019 21:25,,7/31/2019 22:43,mrodenbeck1,,,,"Has slide, bank erosion, high banks ",0,,,,,,,no,no,no,perennial,,,,5.75,5.75,,,,,,FlowDuration004,39.35337268,-108.727915
{BF8E6B54-8856-455A-B98C-BEC6C932C713},Reynolds_57,North Fork Dry Fork,"M. Rodenbeck, J.Turner ",7/30/2019 6:00,cloudy,10,,0,0,,,None,1.7,1.9,1.7,61.83333333,61.83333333,70.6,2.42,agricultural,Grazing cows ,yes,yes,yes,# 7 in additional photos ,100,,,notdectected,,6,,0,3,,1,yes,,,3,,,0,,,,,,,,,,,1,visual estimate,,,,2.25,visual estimate,,2,Rocks similar sizes in pools and riffles ,,1.5,,,0,3,3,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,>40%,notdetected,,,,,17,16,16,17,,16,17,17,17,,16,15,16,16,>10%,notdetected,"Streamer mosses or algae, can’t tell",,3,,,westmountains,,7/31/2019 21:25,,7/31/2019 21:25,,,,,,0,no,no,no,,yes,,yes,no,no,intermittent,,,,24.75,24.75,,,,,,FlowDuration004,38.28971579,-107.21208
{6F58BEED-582B-4DCE-9C1C-09524D914042},Reynolds_7,Tommy James creek ,"M.Rodenbeck, J. turner ",7/31/2019 18:38,cloudy,10,,0,0,,,None,2.8,2.04,3.1,92.63333333,92.63333333,105,1.83,"other_natural,other_describe",Rangeland/BLM,no,yes,yes,#2 in additional photos,0,0,0,notdectected,,0,,0,3,,0,yes,,,3,,,0,,dry,dry,dry,,loamysand,loamysand,loamysand,,,2,visual estimate,,,,0.75,visual estimate,,3,,,3,,,0,0,0,,,notdectected,notdectected,,notdectected,,notdectected,,notdectected,,notdetected,notdetected,,,,,0,0,0,0,,1,3,0,0,,1,0,7,0,notdetected,notdetected,,,0,,,aridwest,,7/31/2019 21:26,,7/31/2019 21:26,,,,,,0,,,,,,,no,no,no,perennial,,,,11.75,11.75,,,,,,FlowDuration004,39.36034915,-108.7380555
