OBJECTID,globalid,aquaticinv,aquatici_1,taxon,ai_abundan,ai_abundgr,ai_selectm,ai_notes,parentglob,CreationDa,Creator,EditDate,Editor,ai_abund_1,MERGE_SRC
285,,,,Lestidae,3,,,,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
286,,,,Simuliidae,10,,,Greater than 10,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
287,,,,Leptohyphidae,10,,mayfly,Greater than 10,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
288,,,,Chironomidae,10,,,Greater than 10,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
289,,,,Baetidae,10,,mayfly,Greater than 10,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
290,,,,Snail,10,,,Greater than 10. Sample taken,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
291,,,,Siphlonuridae?,1,,mayfly,Sample taken,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
292,,,,Dytiscidae,1,,,Larvae,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
293,,,,Aeshniidae,1,,,,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
294,,,,Psenidae,6,,,Adult. Sample taken,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
295,,,,Baetidae,10,,mayfly,Greater than 10,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
296,,,,Tabanidae,1,,,,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
297,,,,Hydrophilidae,10,,,1 captured. Greater than 10 observed. Genus tropisternus.,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
298,,,,Corixidae,10,,,1 captured. Greater than 10 observed,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
299,,,,Athericidae,1,,,,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
300,,,,Trichoptera,10,,deadmaterial,Greater than 10. Cases only,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
301,,,,Dytiscidae,5,,,,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
302,,,,Simuliidae,10,,,Greater than 10. Observed only,{AA0C72D2-E75D-4F8C-9514-00C33CC5A0B1},7/25/2019 22:45,,7/25/2019 22:45,,,aquaticinvertebratesdata_4
303,,,,Glossosomatidae,10,,perennialindicator,Greater than 10. Observed only,{AA0C72D2-E75D-4F8C-9514-00C33CC5A0B1},7/25/2019 22:45,,7/25/2019 22:45,,,aquaticinvertebratesdata_4
304,,,,Baetidae,2,,mayfly,,{AA0C72D2-E75D-4F8C-9514-00C33CC5A0B1},7/25/2019 22:45,,7/25/2019 22:45,,,aquaticinvertebratesdata_4
305,,,,Brachycentridae,3,,,Lost sample,{AA0C72D2-E75D-4F8C-9514-00C33CC5A0B1},7/25/2019 22:45,,7/25/2019 22:45,,,aquaticinvertebratesdata_4
306,,,,Simuliidae,10,,,Greater than 10,{AD58B192-5A36-493C-8632-1EA74271890C},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
307,,,,Ameletidae,2,,mayfly,,{AD58B192-5A36-493C-8632-1EA74271890C},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
308,,,,Baetidae,10,,mayfly,Greater than 10,{AD58B192-5A36-493C-8632-1EA74271890C},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
309,,,,Dytiscidae,1,,,Larvae,{AD58B192-5A36-493C-8632-1EA74271890C},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
310,,,,Leptophlebiidae,5,,mayfly,,{AD58B192-5A36-493C-8632-1EA74271890C},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
311,,,,Glossosomatidae,10,,perennialindicator,Greater than 10. Sample taken,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
312,,,,Brachycentidae,10,,,Greater than 10. Sample taken,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
313,,,,Snail 1,10,,,Greater than 10. Sample taken,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
314,,,,Snail 2,10,,,Greater than 10. Sample taken,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
315,,,,Ephemerelidae,1,,mayfly,Sample taken,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
316,,,,Baetidae,10,,mayfly,Greater than 10,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
317,,,,Simuliidae,10,,,Greater than 10,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
318,,,,Elmidae,4,,,Adult. Sample taken,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
319,,,,Simuliidae,10,,,Greater than 10,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
320,,,,Philopotamidae,3,,perennialindicator,,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
321,,,,Hydropsychidae,2,,perennialindicator,,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
322,,,,Heptageniidae,10,,mayfly,Greater than 10,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
323,,,,Baetidae,10,,mayfly,Greater than 10,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
324,,,,Glossosomatidae,10,,perennialindicator,Greater than 10,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
325,,,,Limnephilidae/phryganeidae,1,,,Lost case prior to ID,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
326,,,,Leptohyphidae,4,,mayfly,,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
327,,,,Baetidae,10,,mayfly,,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
328,,,,"Mayfly, non-baetidae 1 ",10,,mayfly,,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
329,,,,"Mayfly, non-Baetidae 2",3,,mayfly,Very large. Tentatively Baetiscidae,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
330,,,,Erpobdellidae,1,,,,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
331,,,,Elmidae,1,,perennialindicator,,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
332,,,,Caddis pupa,1,,,Not sure of family. Possibly a perennial indicator taxon. Pupal case was all gravel attached to a rock.,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
333,,,,Plecoptera,6,,,Unsure of family but not Pelridae or Pteronarcyidaed,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
334,,,,Dytiscidae,5,,,Sample taken,{748A583E-3F17-41AB-9DA0-52CE5CAF38BF},7/30/2019 3:49,,7/30/2019 3:49,,,aquaticinvertebratesdata_4
335,,,,Hydrophyilidae,1,,,Sample taken ,{748A583E-3F17-41AB-9DA0-52CE5CAF38BF},7/30/2019 3:49,,7/30/2019 3:49,,,aquaticinvertebratesdata_4
336,,,,Chironomidae,2,,,,{748A583E-3F17-41AB-9DA0-52CE5CAF38BF},7/30/2019 3:49,,7/30/2019 3:49,,,aquaticinvertebratesdata_4
337,,,,Coleoptera spp unknown,3,,,Sample taken ,{748A583E-3F17-41AB-9DA0-52CE5CAF38BF},7/30/2019 3:49,,7/30/2019 3:49,,,aquaticinvertebratesdata_4
338,,,,Heptageniidae,4,,mayfly,,{49FBD2CF-8701-4FAF-B1AE-E71EC2160C27},7/30/2019 3:51,,7/30/2019 3:51,,,aquaticinvertebratesdata_4
339,,,,Hydrophilidae,1,,,,{49FBD2CF-8701-4FAF-B1AE-E71EC2160C27},7/30/2019 3:51,,7/30/2019 3:51,,,aquaticinvertebratesdata_4
340,,,,Physid ,2,,,More than 10 observed in stream,{49FBD2CF-8701-4FAF-B1AE-E71EC2160C27},7/30/2019 3:51,,7/30/2019 3:51,,,aquaticinvertebratesdata_4
341,,,,Simulidae ,10,,,,{49FBD2CF-8701-4FAF-B1AE-E71EC2160C27},7/30/2019 3:51,,7/30/2019 3:51,,,aquaticinvertebratesdata_4
342,,,,Baetidae,10,,mayfly,,{49FBD2CF-8701-4FAF-B1AE-E71EC2160C27},7/30/2019 3:51,,7/30/2019 3:51,,,aquaticinvertebratesdata_4
343,,,,Dytiscidae,3,,,Larvae ,{49FBD2CF-8701-4FAF-B1AE-E71EC2160C27},7/30/2019 3:51,,7/30/2019 3:51,,,aquaticinvertebratesdata_4
344,,,,Chironomidae,1,,,,{49FBD2CF-8701-4FAF-B1AE-E71EC2160C27},7/30/2019 3:51,,7/30/2019 3:51,,,aquaticinvertebratesdata_4
345,,,,Coleoptera ,1,,,Sampled ,{49FBD2CF-8701-4FAF-B1AE-E71EC2160C27},7/30/2019 3:51,,7/30/2019 3:51,,,aquaticinvertebratesdata_4
346,,,,Perlodid?,1,,,Sampled ,{49FBD2CF-8701-4FAF-B1AE-E71EC2160C27},7/30/2019 3:51,,7/30/2019 3:51,,,aquaticinvertebratesdata_4
347,,,,Ephemeroptera ,5,,,Baetis?,{88638AA0-E038-4AE0-95F5-7852CE06519C},7/30/2019 3:52,,7/30/2019 3:52,,,aquaticinvertebratesdata_4
348,,,,Midge larvae,1,,,,{88638AA0-E038-4AE0-95F5-7852CE06519C},7/30/2019 3:52,,7/30/2019 3:52,,,aquaticinvertebratesdata_4
349,,,,Caddisflies,4,,,"Multiple types, brick house ",{2E0151D4-B494-4E6D-9792-6B50648D5F4A},7/30/2019 3:53,,7/30/2019 3:53,,,aquaticinvertebratesdata_4
350,,,,Predacious diving beetle,10,,,,{2E0151D4-B494-4E6D-9792-6B50648D5F4A},7/30/2019 3:53,,7/30/2019 3:53,,,aquaticinvertebratesdata_4
351,,,,Ephemeroptera,10,,,,{2E0151D4-B494-4E6D-9792-6B50648D5F4A},7/30/2019 3:53,,7/30/2019 3:53,,,aquaticinvertebratesdata_4
352,,,,Midge larvae,2,,,,{2E0151D4-B494-4E6D-9792-6B50648D5F4A},7/30/2019 3:53,,7/30/2019 3:53,,,aquaticinvertebratesdata_4
353,,,,Ephemeroptera,1,,,Large: 2 cm with fluffy gills ,{2E0151D4-B494-4E6D-9792-6B50648D5F4A},7/30/2019 3:53,,7/30/2019 3:53,,,aquaticinvertebratesdata_4
354,,,,Plecoptera: Golden stonefly? ,1,,deadmaterial,Dead : large 5 cm ,{2E0151D4-B494-4E6D-9792-6B50648D5F4A},7/30/2019 3:53,,7/30/2019 3:53,,,aquaticinvertebratesdata_4
355,,,,Plecoptera,5,,,,{2E0151D4-B494-4E6D-9792-6B50648D5F4A},7/30/2019 3:53,,7/30/2019 3:53,,,aquaticinvertebratesdata_4
356,,,,Small mayfly with gills,2,,,,{2E0151D4-B494-4E6D-9792-6B50648D5F4A},7/30/2019 3:53,,7/30/2019 3:53,,,aquaticinvertebratesdata_4
357,,,,Diptera: black fly larvae ,10,,,,{2E0151D4-B494-4E6D-9792-6B50648D5F4A},7/30/2019 3:53,,7/30/2019 3:53,,,aquaticinvertebratesdata_4
358,,,,Tricoptera,2,,,Wood and rocks,{ABBD376C-77DB-485F-B652-AAA489677F52},7/30/2019 3:54,,7/30/2019 3:54,,,aquaticinvertebratesdata_4
359,,,,Snails,3,,,"1 spiral, 2 ?",{ABBD376C-77DB-485F-B652-AAA489677F52},7/30/2019 3:54,,7/30/2019 3:54,,,aquaticinvertebratesdata_4
360,,,,Ephemeroptera,10,,,,{ABBD376C-77DB-485F-B652-AAA489677F52},7/30/2019 3:54,,7/30/2019 3:54,,,aquaticinvertebratesdata_4
361,,,,Small black beetle,3,,,,{ABBD376C-77DB-485F-B652-AAA489677F52},7/30/2019 3:54,,7/30/2019 3:54,,,aquaticinvertebratesdata_4
362,,,,Coleoptera ,3,,,,{ABBD376C-77DB-485F-B652-AAA489677F52},7/30/2019 3:54,,7/30/2019 3:54,,,aquaticinvertebratesdata_4
363,,,,Diptera,10,,,,{ABBD376C-77DB-485F-B652-AAA489677F52},7/30/2019 3:54,,7/30/2019 3:54,,,aquaticinvertebratesdata_4
364,,,,Midge?,1,,,,{ABBD376C-77DB-485F-B652-AAA489677F52},7/30/2019 3:54,,7/30/2019 3:54,,,aquaticinvertebratesdata_4
365,,,,Small beetle with ridges,5,,,,{ABBD376C-77DB-485F-B652-AAA489677F52},7/30/2019 3:54,,7/30/2019 3:54,,,aquaticinvertebratesdata_4
366,,,,,0,,,No inverts found ,{96DD6C9A-2A33-45D9-B3DC-D829AAC6B199},7/30/2019 3:55,,7/30/2019 3:55,,,aquaticinvertebratesdata_4
367,,,,Stonefly?,2,,perennialindicator,,{B889B004-BE42-4734-8CF6-0D49A905B5D7},7/30/2019 3:56,,7/30/2019 3:56,,,aquaticinvertebratesdata_4
368,,,,Mayfly,5,,mayfly,,{B889B004-BE42-4734-8CF6-0D49A905B5D7},7/30/2019 3:56,,7/30/2019 3:56,,,aquaticinvertebratesdata_4
369,,,,Tricoptera,1,,,,{B889B004-BE42-4734-8CF6-0D49A905B5D7},7/30/2019 3:56,,7/30/2019 3:56,,,aquaticinvertebratesdata_4
370,,,,Coleoptera ,6,,,,{B889B004-BE42-4734-8CF6-0D49A905B5D7},7/30/2019 3:56,,7/30/2019 3:56,,,aquaticinvertebratesdata_4
371,,,,Small dytiscidae,10,,,,{C5EC404D-BB29-4F4E-82C7-F1C25430F175},7/31/2019 17:52,,7/31/2019 17:52,,,aquaticinvertebratesdata_4
372,,,,Large dytiscidae,3,,,,{C5EC404D-BB29-4F4E-82C7-F1C25430F175},7/31/2019 17:52,,7/31/2019 17:52,,,aquaticinvertebratesdata_4
373,,,,Possibly a caddisfly,1,,,Need to look under scope. Definitely not a perennial indicator family,{C5EC404D-BB29-4F4E-82C7-F1C25430F175},7/31/2019 17:52,,7/31/2019 17:52,,,aquaticinvertebratesdata_4
374,,,,Ephemeroptera ,10,,mayfly,,{BF8E6B54-8856-455A-B98C-BEC6C932C713},7/31/2019 21:25,,7/31/2019 21:25,,,aquaticinvertebratesdata_4
375,,,,Ephemeroptera ,10,,mayfly,Small fast,{BF8E6B54-8856-455A-B98C-BEC6C932C713},7/31/2019 21:25,,7/31/2019 21:25,,,aquaticinvertebratesdata_4
376,,,,Plecoptera,3,,,,{BF8E6B54-8856-455A-B98C-BEC6C932C713},7/31/2019 21:25,,7/31/2019 21:25,,,aquaticinvertebratesdata_4
377,,,,Diptera,10,,,,{BF8E6B54-8856-455A-B98C-BEC6C932C713},7/31/2019 21:25,,7/31/2019 21:25,,,aquaticinvertebratesdata_4
378,,,,"Large clear amber casing, spp unkn",1,,,"Bug emerged from case in net, not sure if we caught it. Included winged bug that may be terrestrial ",{BF8E6B54-8856-455A-B98C-BEC6C932C713},7/31/2019 21:25,,7/31/2019 21:25,,,aquaticinvertebratesdata_4
379,,,,Coleoptera ,1,,,Predatious diving beetle ,{BF8E6B54-8856-455A-B98C-BEC6C932C713},7/31/2019 21:25,,7/31/2019 21:25,,,aquaticinvertebratesdata_4
380,,,,,0,,,None found ,{6F58BEED-582B-4DCE-9C1C-09524D914042},7/31/2019 21:26,,7/31/2019 21:26,,,aquaticinvertebratesdata_4
381,,,,,0,,,None -dry/dusty,{4B77E7B6-75DC-44E6-8D76-12DBC1AD9295},7/31/2019 21:26,,7/31/2019 21:26,,,aquaticinvertebratesdata_4
382,,,,,0,,,None,{BD0FC776-F618-41D7-9E7B-ECC757B2B8F1},7/31/2019 21:26,,7/31/2019 21:26,,,aquaticinvertebratesdata_4
383,,,,,0,,,None found ,{BEB5A382-7365-45AA-86B4-9DB393C1A2E6},7/31/2019 21:27,,7/31/2019 21:27,,,aquaticinvertebratesdata_4
384,,,,Tricoptera,2,,,Wood and rocks,{0D77A716-D9B9-451E-88BD-FCDD3744B723},7/31/2019 22:14,,7/31/2019 22:14,,,aquaticinvertebratesdata_4
385,,,,Snails,3,,,"1 spiral,2?",{0D77A716-D9B9-451E-88BD-FCDD3744B723},7/31/2019 22:14,,7/31/2019 22:14,,,aquaticinvertebratesdata_4
386,,,,Ephemeroptera ,10,,mayfly,,{0D77A716-D9B9-451E-88BD-FCDD3744B723},7/31/2019 22:14,,7/31/2019 22:14,,,aquaticinvertebratesdata_4
387,,,,Small black beetle- coleoptera,3,,,,{0D77A716-D9B9-451E-88BD-FCDD3744B723},7/31/2019 22:14,,7/31/2019 22:14,,,aquaticinvertebratesdata_4
388,,,,Coleoptera,3,,,,{0D77A716-D9B9-451E-88BD-FCDD3744B723},7/31/2019 22:14,,7/31/2019 22:14,,,aquaticinvertebratesdata_4
389,,,,Diptera,10,,,,{0D77A716-D9B9-451E-88BD-FCDD3744B723},7/31/2019 22:14,,7/31/2019 22:14,,,aquaticinvertebratesdata_4
390,,,,Midges,1,,,,{0D77A716-D9B9-451E-88BD-FCDD3744B723},7/31/2019 22:14,,7/31/2019 22:14,,,aquaticinvertebratesdata_4
391,,,,Small ridged beetle- coleoptera,5,,,,{0D77A716-D9B9-451E-88BD-FCDD3744B723},7/31/2019 22:14,,7/31/2019 22:14,,,aquaticinvertebratesdata_4
392,,,,Ephemeroptera ,10,,mayfly,,{CB632178-6F30-4354-A607-5D56B2127A42},8/5/2019 4:37,mrodenbeck1,8/5/2019 4:37,mrodenbeck1,,aquaticinvertebratesdata_4
393,,,,Red midges,10,,,,{CB632178-6F30-4354-A607-5D56B2127A42},8/5/2019 4:37,mrodenbeck1,8/5/2019 4:37,mrodenbeck1,,aquaticinvertebratesdata_4
394,,,,Diptera,10,,,,{CB632178-6F30-4354-A607-5D56B2127A42},8/5/2019 4:37,mrodenbeck1,8/5/2019 4:37,mrodenbeck1,,aquaticinvertebratesdata_4
395,,,,Coleoptera ,5,,,Predacious diving beetle ,{CB632178-6F30-4354-A607-5D56B2127A42},8/5/2019 4:37,mrodenbeck1,8/5/2019 4:37,mrodenbeck1,,aquaticinvertebratesdata_4
396,,,,Midges,10,,,Black head tan body ,{CB632178-6F30-4354-A607-5D56B2127A42},8/5/2019 4:37,mrodenbeck1,8/5/2019 4:37,mrodenbeck1,,aquaticinvertebratesdata_4
397,,,,Odonata spp,10,,perennialindicator,,{EB1ECD0B-A9CA-4AA9-B6A7-4A3A51E98199},8/5/2019 4:37,mrodenbeck1,8/5/2019 4:37,mrodenbeck1,,aquaticinvertebratesdata_4
398,,,,Spiral snail,1,,,,{EB1ECD0B-A9CA-4AA9-B6A7-4A3A51E98199},8/5/2019 4:37,mrodenbeck1,8/5/2019 4:37,mrodenbeck1,,aquaticinvertebratesdata_4
399,,,,Bivalve spp?,2,,,,{EB1ECD0B-A9CA-4AA9-B6A7-4A3A51E98199},8/5/2019 4:37,mrodenbeck1,8/5/2019 4:37,mrodenbeck1,,aquaticinvertebratesdata_4
400,,,,,0,,,None,{3E93C6E1-881E-4C01-BACE-13BF8AA6467A},8/5/2019 4:37,mrodenbeck1,8/5/2019 4:37,mrodenbeck1,,aquaticinvertebratesdata_4
401,,,,Odonata,1,,,Light green,{28A4A76E-A208-494C-9AC4-48C256203AE4},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
402,,,,Odonata ,1,,,Tan,{28A4A76E-A208-494C-9AC4-48C256203AE4},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
403,,,,Snail,4,,,,{28A4A76E-A208-494C-9AC4-48C256203AE4},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
404,,,,Beetle ,1,,,Not sure if terrestrial or aquatic ,{28A4A76E-A208-494C-9AC4-48C256203AE4},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
405,,,,Red midge,10,,,,{3BDF9321-722E-4B15-9080-C965C5F24848},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
406,,,,Diptera ,10,,,Sporadic movement ,{3BDF9321-722E-4B15-9080-C965C5F24848},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
407,,,,Plecoptera ,3,,,,{3BDF9321-722E-4B15-9080-C965C5F24848},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
408,,,,Ephemeroptera ,10,,,,{3BDF9321-722E-4B15-9080-C965C5F24848},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
409,,,,Predacious diving beetle,2,,,,{3BDF9321-722E-4B15-9080-C965C5F24848},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
410,,,,Diptera,10,,,Black fly larvae ,{3BDF9321-722E-4B15-9080-C965C5F24848},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
411,,,,,0,,,None found ,{A485A5B9-2436-4C06-8139-91E11900229D},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
412,,,,Diptera chironomidae ,3,,,Small red ,{B06A532B-FD7D-4335-BBB9-3945B0EE78EE},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
413,,,,Diptera dixidae,2,,,"Big segments, black head ",{B06A532B-FD7D-4335-BBB9-3945B0EE78EE},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
414,,,,Diptera simuliidae,1,,,,{B06A532B-FD7D-4335-BBB9-3945B0EE78EE},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
415,,,,Ephemeroptera heptagiidae,5,,mayfly,,{B06A532B-FD7D-4335-BBB9-3945B0EE78EE},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
416,,,,Ephemeroptera spp unkn,6,,mayfly,"White butt, mermaid swimmers ",{B06A532B-FD7D-4335-BBB9-3945B0EE78EE},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
417,,,,Ephemeroptera-Ephemerellidae,10,,mayfly,"Spiny crawler?striped legs, 3 colors on tails",{B06A532B-FD7D-4335-BBB9-3945B0EE78EE},8/5/2019 4:38,mrodenbeck1,8/5/2019 4:38,mrodenbeck1,,aquaticinvertebratesdata_4
418,,,,Small black worm/ midge ,5,,,Very small,{3B971CC1-E11F-4F2F-8A52-46B8A367FB3A},8/5/2019 4:39,mrodenbeck1,8/5/2019 4:39,mrodenbeck1,,aquaticinvertebratesdata_4
419,,,,Plecoptera ,2,,,,{3B971CC1-E11F-4F2F-8A52-46B8A367FB3A},8/5/2019 4:39,mrodenbeck1,8/5/2019 4:39,mrodenbeck1,,aquaticinvertebratesdata_4
420,,,,Ephemeroptera ,10,,mayfly,,{3B971CC1-E11F-4F2F-8A52-46B8A367FB3A},8/5/2019 4:39,mrodenbeck1,8/5/2019 4:39,mrodenbeck1,,aquaticinvertebratesdata_4
421,,,,Diptera,10,,,"Larger, light in color ",{3B971CC1-E11F-4F2F-8A52-46B8A367FB3A},8/5/2019 4:39,mrodenbeck1,8/5/2019 4:39,mrodenbeck1,,aquaticinvertebratesdata_4
422,,,,Diptera,3,,,Anal spurs ,{3B971CC1-E11F-4F2F-8A52-46B8A367FB3A},8/5/2019 4:39,mrodenbeck1,8/5/2019 4:39,mrodenbeck1,,aquaticinvertebratesdata_4
423,,,,Ephemeroptera ,10,,mayfly,Three colored tail,{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
424,,,,Ephemeroptera ,1,,mayfly,Flathead mayfly,{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
425,,,,Water boatmen ,10,,,Longer darker,{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
426,,,,Water boatmen ,1,,,"Small green, more oval ",{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
427,,,,Coleoptera ,10,,,Small brown/black beetle horizontally  striped ,{4194FC14-5A5D-4A6D-BF15-EE32ED00D43C},8/8/2019 3:13,mrodenbeck1,8/8/2019 3:13,mrodenbeck1,,aquaticinvertebratesdata_4
