globalid,aquaticinv,aquatici_1,taxon,ai_abundan,ai_abundgr,ai_selectm,ai_notes,parentglob,CreationDa,Creator,EditDate,Editor,ai_abund_1,MERGE_SRC
{4072BC8E-E734-40CD-87B0-8B613F98DF9E},,,Hyalella,10,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:20,raphaelmazor,,aquaticinvertebratesdata_4
{4723EADE-F8E0-4100-876C-C0515FCB4E60},,,Chironomidae,1,,,,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/8/2019 19:51,raphaelmazor,,aquaticinvertebratesdata_4
{EFE7924E-975A-464E-8F0E-1C0F89EF46C3},,,Tropisternus,1,,,ID from ABL. Field ID incorrect (Dytiscidae),{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:22,raphaelmazor,,aquaticinvertebratesdata_4
{EB6F723B-5F62-407B-80B0-2469E5AC8074},,,Corbicula,1,,deadmaterial, Just one shell,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/8/2019 19:51,raphaelmazor,,aquaticinvertebratesdata_4
{A82DAB9A-BBA9-4FEC-8A98-9B1286E3C34F},,,Argia,1,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:21,raphaelmazor,,aquaticinvertebratesdata_4
{FA2F8FCC-DB68-4B4F-8908-FAD074C88FCD},,,Paltothemis lineatipes,2,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:18,raphaelmazor,,aquaticinvertebratesdata_4
{F3265B9D-16B9-4D22-82A6-FE4EA95832FA},,,Dugesia,5,,,,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/8/2019 19:51,raphaelmazor,,aquaticinvertebratesdata_4
{077B96D9-26C9-4911-8EB6-29BEA6B2DEFD},,,Sperchon,1,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:19,raphaelmazor,,aquaticinvertebratesdata_4
{73AEEE57-9BF5-4E9D-8E0E-ACECBBA0B37C},,,Erpobdellidae,1,,,ID from ABL,{DA66138F-F86E-4FCD-8E03-8F78C8042F5C},7/8/2019 19:51,raphaelmazor,7/24/2019 21:20,raphaelmazor,,aquaticinvertebratesdata_4
{8542CDA5-4C1E-4D0D-AC8D-BAD5A96196BC},,,Perlidae,1,,perennialindicator,,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{522AAC75-A446-4D03-BF32-5C34D8579487},,,Elmidae,4,,,Adult,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{309A30DE-8D09-4E6E-B906-3FD47D1CC4ED},,,Hydropsychidae,10,,perennialindicator,Greater than 10,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{E42FB868-6960-4C86-80D5-E350CB26977C},,,Baetidae,10,,mayfly,Greater than 10,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{2207185E-8707-49AA-AE8F-4ECE6ACFEA80},,,Heptageniidae,5,,mayfly,,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{2D2D6E7C-3367-4921-B09F-9A2B02D595B5},,,Ameletidae,2,,mayfly,,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{65AB80C3-2316-485A-9B72-D9D3E58AF3BF},,,Nemouridae,10,,,Greater than 10. Sample taken,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{46273263-A74F-4086-A6B5-8C71193C5B84},,,Simuliidae,10,,,Greater than 10,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{26776ACA-AB6D-43B0-B92B-A070FF187010},,,Brachycentridae,10,,,Greater than 10. Sample taken,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{F0D578E9-3E00-4470-B33A-E52590A5FC5A},,,Limnophilidae,10,,,Greater than 10. Sample taken,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{96A43716-8FA6-4692-88C2-51622DF7D610},,,Fingernail clam,1,,"perennialindicator,deadmaterial",Sample taken,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{6B237289-98D4-4308-9A3B-75BB150A97F0},,,Chironomidae,1,,,Sample taken,{1BA3F45E-FE23-4123-939C-D0270B57CAA7},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{068AC844-544C-4A8C-A505-487BC07853E3},,,Hydropsychidae,10,,perennialindicator,Greater than 10,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{6AA0CA07-4FAF-4FCF-A354-024F11A6EAFC},,,Simuliidae,10,,,Greater than 10,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{B884BC89-B116-4DFE-82B1-9E546576FA62},,,Baetidae,10,,mayfly,Greater than 10,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{2EC686D9-E684-4A0F-9372-2FA8762C3BE9},,,Amphipoda,10,,,Greater than 10,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{4148BFB4-933C-49C1-A8F2-BDA09B6F73D5},,,Lepidostomatidae,5,,,Samplw taken,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{97E88E25-C88D-483E-B0F7-50301D57F98D},,,Diptera,1,,,Sample taken,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{BE8D7CC2-ACC3-43BB-AB91-719145A3F743},,,Platyhelminthes,1,,,Sample taken,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{CE923362-CEDA-4E4B-8E88-7BF457DFA1FC},,,Glossosomatidae,5,,perennialindicator,Sample taken,{C0DF2B51-89FB-40EB-8EB0-423FC8515F03},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{6827ED21-F195-4EFC-AEC5-F9CFE0BAB33A},,,Glossosomatidae,1,,"perennialindicator,deadmaterial",Dried pupa in case. Sample taken,{6F2784B1-7685-4527-A746-547CF66EB752},7/16/2019 17:27,,7/16/2019 17:27,,,aquaticinvertebratesdata_4
{F7AEE61C-D4E2-4CDB-917B-0776E01D412E},,,Amphipoda,10,,,Greater than 10,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
{3E057E08-B156-411D-B5C6-38487DD7545A},,,Coenegrionidae,10,,,Greater than 10. Sample taken,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
{80087BB9-D1E8-4001-8992-24880BDDB7CD},,,Caenidae,10,,mayfly,Greater than 10,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
{C5C353FE-9CD1-4FAC-99BD-3B8A93C1DB88},,,Corixidae,5,,,,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
{1F46F41F-1CF7-4E6B-871D-798223AC4D98},,,Elmidae,3,,,Adult,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
{DA5413AC-B137-485A-B9FF-C166A70D96DC},,,Psephenidae,10,,,Greater than 10. Adult. sample taken,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
{69B1286C-2BC1-447A-9053-24F1AA758BA3},,,Dytiscidae,4,,,,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
{ADB6CD77-8730-4BAD-84E3-ACB976100869},,,Acariformes,10,,,Greater than 10,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
{B926ED24-59ED-4D25-B3B9-6DA40FCB01B0},,,Snail,1,,,Sample taken,{130AFE10-6B06-4AD8-BA68-6D8FF4A6B0CF},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
{5FA5B708-2559-4159-A551-8E7B33DA4D5C},,,Baetidae,10,,mayfly,Greater than 10,{F8F18945-C66F-4FCF-AAB3-B2D5846A783D},7/16/2019 17:28,,7/16/2019 17:28,,,aquaticinvertebratesdata_4
{D984550C-C09E-4381-B15C-68FDF0981CCA},,,Naucoridae,3,,,,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{63FA0FA3-042D-47CF-81DB-0506C3E3E074},,,Hydropsychidae,10,,perennialindicator,Greater than 10,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{F8677907-2FAB-4745-BEFB-659B6EE8918F},,,Elmidae,5,,,Adult,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{A6CEDCA1-00FC-40FF-9DDE-EAB22D7B3C13},,,Platyhelminthes,2,,,,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{A717D9EA-8F11-443A-8260-02F7F00A2685},,,Simuliidae,10,,,Greater than 10,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{8C821964-DBBD-423F-B9D7-3AC6A12151F6},,,Chironomidae,10,,,Greater than 10,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{0CE0B081-94C3-4E9C-A28B-6B27E20622C9},,,Philopotamidae,4,,perennialindicator,,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{C68E230B-3CA5-4929-8BE8-8189F308454B},,,Heptageniidae,5,,mayfly,,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{E4A4E82D-24BF-4CF6-85F5-F189B674CC53},,,Baetidae,10,,mayfly,Greater than 10,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{315DB1FF-343E-4387-8CAE-9AD874F19AB4},,,Leptohyphidae,10,,mayfly,Greater than 10,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{CDB3BEFB-08B2-4E70-863E-6E24D9DCA9A8},,,Tabanidae,1,,,,{66A99E83-59FC-47A8-8251-E09C32A482AE},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{1C48B188-346A-4664-BA58-D06B73D4CF1E},,,Oligochaete,3,,,,{4CC21818-81BA-42D2-B873-FA822B1F1CD7},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{4734F451-A590-48DD-9DD3-7981B9DB377C},,,Chironomidae,5,,,,{4CC21818-81BA-42D2-B873-FA822B1F1CD7},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{17702768-1495-4278-98B6-C38415581C44},,,Dytiscidae,10,,,Greater than 10,{4CC21818-81BA-42D2-B873-FA822B1F1CD7},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{72443426-7069-40BF-9221-6E0A39DBF8BF},,,Hydrophilidae,1,,,Observed 4,{4CC21818-81BA-42D2-B873-FA822B1F1CD7},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{DC9C8828-C2A8-4C5E-ADD8-A3E55156AC4C},,,Chironomidae,5,,,,{CAEAEA08-DB66-4CF7-BF02-1729A79BFDBD},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{8E22BBFD-B21C-4474-BDF3-C6F52EFDEBBF},,,Simuliidae,10,,deadmaterial,Greater than 10. Pupal cases observed,{CAEAEA08-DB66-4CF7-BF02-1729A79BFDBD},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{C4BE915B-581E-405E-A746-932D2CC8C27C},,,Corixidae,1,,,Observed not captured,{CAEAEA08-DB66-4CF7-BF02-1729A79BFDBD},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{B617D7BB-90B4-47FD-9710-1D08F9093C72},,,Hydrophilidae,1,,,Observed not captured,{CAEAEA08-DB66-4CF7-BF02-1729A79BFDBD},7/23/2019 2:31,,7/23/2019 2:31,,,aquaticinvertebratesdata_4
{8C0A0575-7543-4954-B1DB-F61628566503},,,Garridae,10,,,Greater than 100. Observed not captured.,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{FFF25BD8-3BC1-4AE4-848E-52405F1E6626},,,Lestidae,3,,,,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{0B1DA169-FE09-45B3-BDA0-5CA758485866},,,Simuliidae,10,,,Greater than 10,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{CFA55083-C9FF-4FB4-82A7-5C48F5B6D559},,,Leptohyphidae,10,,mayfly,Greater than 10,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{B2292349-FD62-46D7-AF72-99430927238E},,,Chironomidae,10,,,Greater than 10,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{7FCDF782-5371-4559-BE76-D69804F323D0},,,Baetidae,10,,mayfly,Greater than 10,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{F913E744-CF4E-4834-81DF-B6135657B3D0},,,Snail,10,,,Greater than 10. Sample taken,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{970ABEA7-3209-4CC7-A215-33D0EC6DBEAB},,,Siphlonuridae?,1,,mayfly,Sample taken,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{B6DBB380-9821-40DA-BA87-33CCD6A83A14},,,Dytiscidae,1,,,Larvae,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{E8424963-AC31-4B81-9F63-5BA52321316B},,,Aeshniidae,1,,,,{28E46F31-8F9B-49B4-8914-8EA077B498D6},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{5A7507FF-955A-4D5A-B042-AC86BEF07BB1},,,Psenidae,6,,,Adult. Sample taken,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{163B64B1-DA71-4951-97EA-2276917F4D73},,,Baetidae,10,,mayfly,Greater than 10,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{8B17D22B-C67B-4A76-8E6F-8A1DB78BC168},,,Tabanidae,1,,,,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{29ACA487-57D4-4176-9199-F682F127B0FB},,,Hydrophilidae,10,,,1 captured. Greater than 10 observed. Genus tropisternus.,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{33C0D99F-E8B7-4321-8B92-372A6C35153A},,,Corixidae,10,,,1 captured. Greater than 10 observed,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{5ABD170F-A278-4B1D-BFE4-7DE7CB294E14},,,Athericidae,1,,,,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{02EBAE79-314D-4E79-985B-8BC863F3E0AB},,,Trichoptera,10,,deadmaterial,Greater than 10. Cases only,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{5540644B-09B3-45C5-A703-49651AF94798},,,Dytiscidae,5,,,,{6D1C2361-5252-4E77-982B-99F5C5EED589},7/23/2019 2:32,,7/23/2019 2:32,,,aquaticinvertebratesdata_4
{C69DCF69-E5F6-41F1-8789-241D273E4FB6},,,Simuliidae,10,,,Greater than 10. Observed only,{AA0C72D2-E75D-4F8C-9514-00C33CC5A0B1},7/25/2019 22:45,,7/25/2019 22:45,,,aquaticinvertebratesdata_4
{4C79D256-72BC-43B4-A863-CCB0AF519885},,,Glossosomatidae,10,,perennialindicator,Greater than 10. Observed only,{AA0C72D2-E75D-4F8C-9514-00C33CC5A0B1},7/25/2019 22:45,,7/25/2019 22:45,,,aquaticinvertebratesdata_4
{1A71ADA1-56D4-4AB3-8C15-7AFE02264C67},,,Baetidae,2,,mayfly,,{AA0C72D2-E75D-4F8C-9514-00C33CC5A0B1},7/25/2019 22:45,,7/25/2019 22:45,,,aquaticinvertebratesdata_4
{A5E8CD3D-7DC4-49FD-B859-2C3C27054633},,,Brachycentridae,3,,,Lost sample,{AA0C72D2-E75D-4F8C-9514-00C33CC5A0B1},7/25/2019 22:45,,7/25/2019 22:45,,,aquaticinvertebratesdata_4
{CD8B3C41-2E2C-4BE8-9414-A1F7F9A83CDF},,,Simuliidae,10,,,Greater than 10,{AD58B192-5A36-493C-8632-1EA74271890C},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{87A1FCAE-157B-411A-BBD2-0542BF5AB5F3},,,Ameletidae,2,,mayfly,,{AD58B192-5A36-493C-8632-1EA74271890C},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{380D4209-B053-48A6-A15F-B9B96EFA8EDD},,,Baetidae,10,,mayfly,Greater than 10,{AD58B192-5A36-493C-8632-1EA74271890C},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{D59CDDD9-A305-4E6A-B1F9-BCF46906A25B},,,Dytiscidae,1,,,Larvae,{AD58B192-5A36-493C-8632-1EA74271890C},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{10BCD744-9DB6-42B3-B391-05884D87F14E},,,Leptophlebiidae,5,,mayfly,,{AD58B192-5A36-493C-8632-1EA74271890C},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{9EFB4961-C11D-406A-855D-909A483A97B5},,,Glossosomatidae,10,,perennialindicator,Greater than 10. Sample taken,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{ACDC7C94-F70A-446A-8A3C-75AE64D5BC06},,,Brachycentidae,10,,,Greater than 10. Sample taken,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{DBBF7045-AC4C-471D-964B-04224C0635B9},,,Snail 1,10,,,Greater than 10. Sample taken,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{D49B409E-1BC3-4B1A-8108-D208A981DF91},,,Snail 2,10,,,Greater than 10. Sample taken,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{CE90FF22-8F83-4AFB-830F-2CF578330B4A},,,Ephemerelidae,1,,mayfly,Sample taken,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{BD26FF90-7AAC-4D9E-9947-EBF3CF1C3D0B},,,Baetidae,10,,mayfly,Greater than 10,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{E4FEBCA5-328B-4247-8A33-78A07908A39C},,,Simuliidae,10,,,Greater than 10,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{DE081976-836B-44BF-9791-17131F39F338},,,Elmidae,4,,,Adult. Sample taken,{AA875EDA-6E31-446F-8B0D-99710ED81B58},7/25/2019 22:46,,7/25/2019 22:46,,,aquaticinvertebratesdata_4
{0E2F9847-9E1A-42BD-8CAF-D22F66A9B714},,,Simuliidae,10,,,Greater than 10,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
{AB46F4C0-5F63-4B28-A2A1-607C1CD5292B},,,Philopotamidae,3,,perennialindicator,,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
{2EA0F5FE-AAB2-409A-8D27-3BBA77EE0EB7},,,Hydropsychidae,2,,perennialindicator,,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
{50E9C18E-FE8F-4248-A007-B80BD007FC3B},,,Heptageniidae,10,,mayfly,Greater than 10,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
{803D261D-16E5-4A5C-8450-47FD1070B766},,,Baetidae,10,,mayfly,Greater than 10,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
{72658FD0-D6A1-42F2-AB85-665A5D0D250F},,,Glossosomatidae,10,,perennialindicator,Greater than 10,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
{DBF8FDCA-1DD3-44EB-AE6D-F43B64D26F1A},,,Limnephilidae/phryganeidae,1,,,Lost case prior to ID,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
{9307B01E-C9E1-4000-8B7F-638DF2BCA5DB},,,Leptohyphidae,4,,mayfly,,{FA505B88-F615-4FDC-AFF4-FD98E32EE106},7/25/2019 22:47,,7/25/2019 22:47,,,aquaticinvertebratesdata_4
{85170409-B45E-466A-B2C4-D0131A482574},,,Baetidae,10,,mayfly,,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
{158403AB-2483-4A5C-8525-3D08AEB80485},,,"Mayfly, non-baetidae 1 ",10,,mayfly,,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
{8111530D-D761-4D09-B069-08AE89B1DD43},,,"Mayfly, non-Baetidae 2",3,,mayfly,Very large. Tentatively Baetiscidae,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
{A7E681D9-A89D-4353-8404-8F0947067F1A},,,Erpobdellidae,1,,,,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
{1E4B5874-F599-42D6-9E6C-9B9D7A1A2E2C},,,Elmidae,1,,perennialindicator,,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
{51A73236-6142-4254-A4B0-703F81D42519},,,Caddis pupa,1,,,Not sure of family. Possibly a perennial indicator taxon. Pupal case was all gravel attached to a rock.,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
{CD6EB305-F7CA-4B8F-8E76-9050F38FDF81},,,Plecoptera,6,,,Unsure of family but not Pelridae or Pteronarcyidaed,{E8A7545C-1E88-4453-8A27-F0146D185BF5},7/29/2019 16:59,,7/29/2019 16:59,,,aquaticinvertebratesdata_4
{ADD2D7AD-5B99-4B55-A87E-3059077BF519},,,Dytiscidae,5,,,Sample taken,{748A583E-3F17-41AB-9DA0-52CE5CAF38BF},7/30/2019 3:49,,7/30/2019 3:49,,,aquaticinvertebratesdata_4
{6401138D-35DA-4A5E-9C67-E84CEA688BB2},,,Hydrophyilidae,1,,,Sample taken ,{748A583E-3F17-41AB-9DA0-52CE5CAF38BF},7/30/2019 3:49,,7/30/2019 3:49,,,aquaticinvertebratesdata_4
{5C52D744-14C9-4F8B-AE1A-F6B4D395157F},,,Chironomidae,2,,,,{748A583E-3F17-41AB-9DA0-52CE5CAF38BF},7/30/2019 3:49,,7/30/2019 3:49,,,aquaticinvertebratesdata_4
{BA66AEAB-6F06-4F89-9331-93F098CA6B84},,,Coleoptera spp unknown,3,,,Sample taken ,{748A583E-3F17-41AB-9DA0-52CE5CAF38BF},7/30/2019 3:49,,7/30/2019 3:49,,,aquaticinvertebratesdata_4
{FF0E5A3E-6155-4594-AEA5-BBC1ACA22AD8},,,Heptageniidae,4,,mayfly,,{49FBD2CF-8701-4FAF-B1AE-E71EC2160C27},7/30/2019 3:51,,7/30/2019 3:51,,,aquaticinvertebratesdata_4
